see	inferential	aorist	aorist	görürmüşüm	görürmüşsün	görürmüş	görürmüşüz	görürmüşsünüz	görürlermiş (or görürmüşlar)
see	inferential	imperfective	imperfective	görüyormuşum	görüyormuşsun	görüyormuş	görüyormuşuz	görüyormuşsunuz	görüyorlarmış
see	conditional	simple	simple	görsem	görsen	görse	görsek	görseniz	görseler
see	conditional	perfective	perfective	görseydim	görseydin	görseydi	görseydik	görseydiniz	görseydiler
see	optative	optative	optative	göreyim	göresin	göre	görelim	göresiniz	göreler
see	progressive	progressive	progressive	görmekteyim	görmektesin	görmekte	görmekteyiz	görmektesiniz	görmekteler
see	necessitative	necessitative	necessitative	görmeliyim	görmelisin	görmeli	görmeliyiz	görmelisiniz	görmeliler
see	imperative	imperative	imperative		gör	görsün		görün	görsünler
see									
see	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
see									
see				singular	singular	singular	plural	plural	plural
see				1st person	2nd person	3rd person	1st person	2nd person	3rd person
see				ben	sen	o	biz	siz	onlar
see	indicative	present	aorist	görür müyüm?	görür müsün?	görür mü?	görür müyüz?	görür müsünüz?	görürler mi?
see	indicative	present	imperfective	görüyor muyum?	görüyor musun?	görüyor mu?	görüyor muyuz?	görüyor musunuz?	görüyorlar mı?
see	indicative	past	perfective	gördüm mü?	gördün mü?	gördü mü?	gördük mü?	gördünüz mü?	gördüler mi?
see	indicative	past	imperfective	görüyor muydum?	görüyor muydun?	görüyor muydu?	görüyor muyduk?	görüyor muydunuz?	görüyorlar mıydı?
see	indicative	future	future	görecek miyim?	görecek misin?	görecek mi?	görecek miyiz?	görecek misiniz?	görecekler mi?
see	inferential	perfective	perfective	görmüş müyüm?	görmüş müsün?	görmüş mü?	görmüş müyüz?	görmüş müsünüz?	görmüşler mi?
see	inferential	aorist	aorist	görür müymüşüm?	görür müymüşsün?	görür müymüş?	görür müymüşüz?	görür müymüşsünüz?	görürler miymiş?
see	inferential	imperfective	imperfective	görüyor muymuşum?	görüyor muymuşsun?	görüyor muymuş?	görüyor muymuşuz?	görüyor muymuşsunuz?	görüyorlar mıymış?
see	conditional	simple	simple	görsem mi?	görsen mi?	görse mi?	görsek mi?	görseniz mi?	görseler mi?
see	conditional	perfective	perfective	görse miydim?	görse miydin?	görse miydi?	görse miydik?	görse miydiniz?	görseler miydi?
see	progressive	progressive	progressive	görmekte miyim?	görmekte misin?	görmekte mi?	görmekte miyiz?	görmekte misiniz?	görmekteler mi?
see	necessitative	necessitative	necessitative	görmeli miyim?	görmeli misin?	görmeli mi?	görmeli miyiz?	görmeli misiniz?	görmeliler mi?
see									
see	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
see									
see	infinitive	infinitive	infinitive	görmemek	görmemek	görmemek	görmemek	görmemek	görmemek
see	impersonal participle	imperfective	imperfective	görmeyen	görmeyen	görmeyen	görmeyen	görmeyen	görmeyen
see	impersonal participle	perfective	perfective	görmemiş	görmemiş	görmemiş	görmemiş	görmemiş	görmemiş
see	impersonal participle	prospective	prospective	görmeyecek	görmeyecek	görmeyecek	görmeyecek	görmeyecek	görmeyecek
see	personal participle	non-prospective	non-prospective	görmediğim	görmediğin	görmediği	görmediğimiz	görmediğiniz	görmedikleri
see	personal participle	prospective	prospective	görmeyeceğim	görmeyeceğin	görmeyeceği	görmeyeceğimiz	görmeyeceğiniz	görmeyecekleri
see	verbal noun	verbal noun	verbal noun	görmeme	görmeme	görmeme	görmeme	görmeme	görmeme
see	way of doing	way of doing	way of doing	görmeyüş	görmeyüş	görmeyüş	görmeyüş	görmeyüş	görmeyüş
see				singular	singular	singular	plural	plural	plural
see				1st person	2nd person	3rd person	1st person	2nd person	3rd person
see				ben	sen	o	biz	siz	onlar
see	indicative	present	aorist	görmem	görmezsin	görmez	görmeyiz	görmezsiniz	görmezler
see	indicative	present	imperfective	görmüyorum	görmüyorsun	görmüyor	görmüyoruz	görmüyorsunuz	görmüyorlar
see	indicative	past	perfective	görmedim	görmedin	görmedi	görmedik	görmediniz	görmediler
see	indicative	past	imperfective	görmüyordum	görmüyordun	görmüyordu	görmüyorduk	görmüyordunuz	görmüyorlardı
see	indicative	future	future	görmeyeceğim	görmeyeceksin	görmeyecek	görmeyeceğiz	görmeyeceksiniz	görmeyecekler
see	inferential	perfective	perfective	görmemişim	görmemişsin	görmemiş	görmemişiz	görmemişsiniz	görmemişler
see	inferential	aorist	aorist	görmezmişim	görmezmişsin	görmezmiş	görmezmişiz	görmezmişsiniz	görmezlermiş
see	inferential	imperfective	imperfective	görmüyormuşum	görmüyormuşsun	görmüyormuş	görmüyormuşuz	görmüyormuşsunuz	görmüyorlarmış
see	conditional	simple	simple	görmesem	görmesen	görmese	görmesek	görmeseniz	görmeseler
see	conditional	perfective	perfective	görmeseydim	görmeseydin	görmeseydi	görmeseydik	görmeseydiniz	görmeseydiler
see	optative	optative	optative	görmeyeyim	görmeyesin	görmeye	görmeyelim	görmeyesiniz	görmeyeler
see	progressive	progressive	progressive	görmemekteyim	görmemektesin	görmemekte	görmemekteyiz	görmemektesiniz	görmemekteler
see	necessitative	necessitative	necessitative	görmemeliyim	görmemelisin	görmemeli	görmemeliyiz	görmemelisiniz	görmemeliler
see	imperative	imperative	imperative		görme	görmesin		görmeyin	görmesinler
see									
see	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
see									
see				singular	singular	singular	plural	plural	plural
see				1st person	2nd person	3rd person	1st person	2nd person	3rd person
see				ben	sen	o	biz	siz	onlar
see	indicative	present	aorist	görmez miyim?	görmez misin?	görmez mi?	görmez miyiz?	görmez misiniz?	görmezler mi?
see	indicative	present	imperfective	görmüyor muyum?	görmüyor musun?	görmüyor mu?	görmüyor muyuz?	görmüyor musunuz?	görmüyorlar mı?
see	indicative	past	perfective	görmedim mi?	görmedin mi?	görmedi mi?	görmedik mi?	görmediniz mi?	görmediler mi?
see	indicative	past	imperfective	görmüyor muydum?	görmüyor muydun?	görmüyor muydu?	görmüyor muyduk?	görmüyor muydunuz?	görmüyorlar mıydı?
see	indicative	future	future	görmeyecek miyim?	görmeyecek misin?	görmeyecek mi?	görmeyecek miyiz?	görmeyecek misiniz?	görmeyecekler mi?
see	inferential	perfective	perfective	görmemiş miyim?	görmemiş misin?	görmemiş mi?	görmemiş miyiz?	görmemiş misiniz?	görmemişler mi?
see	inferential	aorist	aorist	görmez miymişim?	görmez miymişsin?	görmez miymiş?	görmez miymişiz?	görmez miymişsiniz?	görmezler miymiş?
see	inferential	imperfective	imperfective	görmüyor muymuşum?	görmüyor muymuşsun?	görmüyor muymuş?	görmüyor muymuşuz?	görmüyor muymuşsunuz?	görmüyorlar mıymış?
see	conditional	simple	simple	görmesem mi?	görmesen mi?	görmese mi?	görmesek mi?	görmeseniz mi?	görmeseler mi?
see	conditional	perfective	perfective	görmese miydim?	görmese miydin?	görmese miydi?	görmese miydik?	görmese miydiniz?	görmeseler miydi?
see	progressive	progressive	progressive	görmemekte miyim?	görmemekte misin?	görmemekte mi?	görmemekte miyiz?	görmemekte misiniz?	görmemekteler mi?
see	necessitative	necessitative	necessitative	görmemeli miyim?	görmemeli misin?	görmemeli mi?	görmemeli miyiz?	görmemeli misiniz?	görmemeliler mi?
show	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
show									
show	infinitive	infinitive	infinitive	göstermek	göstermek	göstermek	göstermek	göstermek	göstermek
show	impersonal participle	imperfective	imperfective	gösteren	gösteren	gösteren	gösteren	gösteren	gösteren
show	impersonal participle	perfective	perfective	göstermiş	göstermiş	göstermiş	göstermiş	göstermiş	göstermiş
show	impersonal participle	prospective	prospective	gösterecek	gösterecek	gösterecek	gösterecek	gösterecek	gösterecek
show	personal participle	non-prospective	non-prospective	gösterdiğim	gösterdiğin	gösterdiği	gösterdiğimiz	gösterdiğiniz	gösterdikleri
show	personal participle	prospective	prospective	göstereceğim	göstereceğin	göstereceği	göstereceğimiz	göstereceğiniz	gösterecekleri
show	verbal noun	verbal noun	verbal noun	gösterme	gösterme	gösterme	gösterme	gösterme	gösterme
show	way of doing	way of doing	way of doing	gösteriş	gösteriş	gösteriş	gösteriş	gösteriş	gösteriş
show				singular	singular	singular	plural	plural	plural
show				1st person	2nd person	3rd person	1st person	2nd person	3rd person
show				ben	sen	o	biz	siz	onlar
show	indicative	present	aorist	gösteririm	gösterirsin	gösterir	gösteririz	gösterirsiniz	gösterirler
show	indicative	present	imperfective	gösteriyorum	gösteriyorsun	gösteriyor	gösteriyoruz	gösteriyorsunuz	gösteriyorlar
show	indicative	past	perfective	gösterdim	gösterdin	gösterdi	gösterdik	gösterdiniz	gösterdiler
show	indicative	past	imperfective	gösteriyordum	gösteriyordun	gösteriyordu	gösteriyorduk	gösteriyordunuz	gösteriyorlardı (or gösteriyordular)
show	indicative	future	future	göstereceğim	göstereceksin	gösterecek	göstereceğiz	göstereceksiniz	gösterecekler
show	inferential	perfective	perfective	göstermişim	göstermişsin	göstermiş	göstermişiz	göstermişsiniz	göstermişler
show	inferential	aorist	aorist	gösterirmişim	gösterirmişsin	gösterirmiş	gösterirmişiz	gösterirmişsiniz	gösterirlermiş (or gösterirmişlar)
show	inferential	imperfective	imperfective	gösteriyormuşum	gösteriyormuşsun	gösteriyormuş	gösteriyormuşuz	gösteriyormuşsunuz	gösteriyorlarmış
show	conditional	simple	simple	göstersem	göstersen	gösterse	göstersek	gösterseniz	gösterseler
show	conditional	perfective	perfective	gösterseydim	gösterseydin	gösterseydi	gösterseydik	gösterseydiniz	gösterseydiler
show	optative	optative	optative	göstereyim	gösteresin	göstere	gösterelim	gösteresiniz	göstereler
show	progressive	progressive	progressive	göstermekteyim	göstermektesin	göstermekte	göstermekteyiz	göstermektesiniz	göstermekteler
show	necessitative	necessitative	necessitative	göstermeliyim	göstermelisin	göstermeli	göstermeliyiz	göstermelisiniz	göstermeliler
show	imperative	imperative	imperative		göster	göstersin		gösterin	göstersinler
show									
show	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
show									
show				singular	singular	singular	plural	plural	plural
show				1st person	2nd person	3rd person	1st person	2nd person	3rd person
show				ben	sen	o	biz	siz	onlar
show	indicative	present	aorist	gösterir miyim?	gösterir misin?	gösterir mi?	gösterir miyiz?	gösterir misiniz?	gösterirler mi?
show	indicative	present	imperfective	gösteriyor muyum?	gösteriyor musun?	gösteriyor mu?	gösteriyor muyuz?	gösteriyor musunuz?	gösteriyorlar mı?
show	indicative	past	perfective	gösterdim mi?	gösterdin mi?	gösterdi mi?	gösterdik mi?	gösterdiniz mi?	gösterdiler mi?
show	indicative	past	imperfective	gösteriyor muydum?	gösteriyor muydun?	gösteriyor muydu?	gösteriyor muyduk?	gösteriyor muydunuz?	gösteriyorlar mıydı?
show	indicative	future	future	gösterecek miyim?	gösterecek misin?	gösterecek mi?	gösterecek miyiz?	gösterecek misiniz?	gösterecekler mi?
show	inferential	perfective	perfective	göstermiş miyim?	göstermiş misin?	göstermiş mi?	göstermiş miyiz?	göstermiş misiniz?	göstermişler mi?
show	inferential	aorist	aorist	gösterir miymişim?	gösterir miymişsin?	gösterir miymiş?	gösterir miymişiz?	gösterir miymişsiniz?	gösterirler miymiş?
show	inferential	imperfective	imperfective	gösteriyor muymuşum?	gösteriyor muymuşsun?	gösteriyor muymuş?	gösteriyor muymuşuz?	gösteriyor muymuşsunuz?	gösteriyorlar mıymış?
show	conditional	simple	simple	göstersem mi?	göstersen mi?	gösterse mi?	göstersek mi?	gösterseniz mi?	gösterseler mi?
show	conditional	perfective	perfective	gösterse miydim?	gösterse miydin?	gösterse miydi?	gösterse miydik?	gösterse miydiniz?	gösterseler miydi?
show	progressive	progressive	progressive	göstermekte miyim?	göstermekte misin?	göstermekte mi?	göstermekte miyiz?	göstermekte misiniz?	göstermekteler mi?
show	necessitative	necessitative	necessitative	göstermeli miyim?	göstermeli misin?	göstermeli mi?	göstermeli miyiz?	göstermeli misiniz?	göstermeliler mi?
show									
show	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
show									
show	infinitive	infinitive	infinitive	göstermemek	göstermemek	göstermemek	göstermemek	göstermemek	göstermemek
show	impersonal participle	imperfective	imperfective	göstermeyen	göstermeyen	göstermeyen	göstermeyen	göstermeyen	göstermeyen
show	impersonal participle	perfective	perfective	göstermemiş	göstermemiş	göstermemiş	göstermemiş	göstermemiş	göstermemiş
show	impersonal participle	prospective	prospective	göstermeyecek	göstermeyecek	göstermeyecek	göstermeyecek	göstermeyecek	göstermeyecek
show	personal participle	non-prospective	non-prospective	göstermediğim	göstermediğin	göstermediği	göstermediğimiz	göstermediğiniz	göstermedikleri
show	personal participle	prospective	prospective	göstermeyeceğim	göstermeyeceğin	göstermeyeceği	göstermeyeceğimiz	göstermeyeceğiniz	göstermeyecekleri
show	verbal noun	verbal noun	verbal noun	göstermeme	göstermeme	göstermeme	göstermeme	göstermeme	göstermeme
show	way of doing	way of doing	way of doing	göstermeyiş	göstermeyiş	göstermeyiş	göstermeyiş	göstermeyiş	göstermeyiş
show				singular	singular	singular	plural	plural	plural
show				1st person	2nd person	3rd person	1st person	2nd person	3rd person
show				ben	sen	o	biz	siz	onlar
show	indicative	present	aorist	göstermem	göstermezsin	göstermez	göstermeyiz	göstermezsiniz	göstermezler
show	indicative	present	imperfective	göstermiyorum	göstermiyorsun	göstermiyor	göstermiyoruz	göstermiyorsunuz	göstermiyorlar
show	indicative	past	perfective	göstermedim	göstermedin	göstermedi	göstermedik	göstermediniz	göstermediler
show	indicative	past	imperfective	göstermiyordum	göstermiyordun	göstermiyordu	göstermiyorduk	göstermiyordunuz	göstermiyorlardı
show	indicative	future	future	göstermeyeceğim	göstermeyeceksin	göstermeyecek	göstermeyeceğiz	göstermeyeceksiniz	göstermeyecekler
show	inferential	perfective	perfective	göstermemişim	göstermemişsin	göstermemiş	göstermemişiz	göstermemişsiniz	göstermemişler
show	inferential	aorist	aorist	göstermezmişim	göstermezmişsin	göstermezmiş	göstermezmişiz	göstermezmişsiniz	göstermezlermiş
show	inferential	imperfective	imperfective	göstermiyormuşum	göstermiyormuşsun	göstermiyormuş	göstermiyormuşuz	göstermiyormuşsunuz	göstermiyorlarmış
show	conditional	simple	simple	göstermesem	göstermesen	göstermese	göstermesek	göstermeseniz	göstermeseler
show	conditional	perfective	perfective	göstermeseydim	göstermeseydin	göstermeseydi	göstermeseydik	göstermeseydiniz	göstermeseydiler
show	optative	optative	optative	göstermeyeyim	göstermeyesin	göstermeye	göstermeyelim	göstermeyesiniz	göstermeyeler
show	progressive	progressive	progressive	göstermemekteyim	göstermemektesin	göstermemekte	göstermemekteyiz	göstermemektesiniz	göstermemekteler
show	necessitative	necessitative	necessitative	göstermemeliyim	göstermemelisin	göstermemeli	göstermemeliyiz	göstermemelisiniz	göstermemeliler
show	imperative	imperative	imperative		gösterme	göstermesin		göstermeyin	göstermesinler
show									
show	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
show									
show				singular	singular	singular	plural	plural	plural
show				1st person	2nd person	3rd person	1st person	2nd person	3rd person
show				ben	sen	o	biz	siz	onlar
show	indicative	present	aorist	göstermez miyim?	göstermez misin?	göstermez mi?	göstermez miyiz?	göstermez misiniz?	göstermezler mi?
show	indicative	present	imperfective	göstermiyor muyum?	göstermiyor musun?	göstermiyor mu?	göstermiyor muyuz?	göstermiyor musunuz?	göstermiyorlar mı?
show	indicative	past	perfective	göstermedim mi?	göstermedin mi?	göstermedi mi?	göstermedik mi?	göstermediniz mi?	göstermediler mi?
show	indicative	past	imperfective	göstermiyor muydum?	göstermiyor muydun?	göstermiyor muydu?	göstermiyor muyduk?	göstermiyor muydunuz?	göstermiyorlar mıydı?
show	indicative	future	future	göstermeyecek miyim?	göstermeyecek misin?	göstermeyecek mi?	göstermeyecek miyiz?	göstermeyecek misiniz?	göstermeyecekler mi?
show	inferential	perfective	perfective	göstermemiş miyim?	göstermemiş misin?	göstermemiş mi?	göstermemiş miyiz?	göstermemiş misiniz?	göstermemişler mi?
show	inferential	aorist	aorist	göstermez miymişim?	göstermez miymişsin?	göstermez miymiş?	göstermez miymişiz?	göstermez miymişsiniz?	göstermezler miymiş?
show	inferential	imperfective	imperfective	göstermiyor muymuşum?	göstermiyor muymuşsun?	göstermiyor muymuş?	göstermiyor muymuşuz?	göstermiyor muymuşsunuz?	göstermiyorlar mıymış?
show	conditional	simple	simple	göstermesem mi?	göstermesen mi?	göstermese mi?	göstermesek mi?	göstermeseniz mi?	göstermeseler mi?
show	conditional	perfective	perfective	göstermese miydim?	göstermese miydin?	göstermese miydi?	göstermese miydik?	göstermese miydiniz?	göstermeseler miydi?
show	progressive	progressive	progressive	göstermemekte miyim?	göstermemekte misin?	göstermemekte mi?	göstermemekte miyiz?	göstermemekte misiniz?	göstermemekteler mi?
show	necessitative	necessitative	necessitative	göstermemeli miyim?	göstermemeli misin?	göstermemeli mi?	göstermemeli miyiz?	göstermemeli misiniz?	göstermemeliler mi?
swim	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
swim									
swim	infinitive	infinitive	infinitive	yüzmek	yüzmek	yüzmek	yüzmek	yüzmek	yüzmek
swim	impersonal participle	imperfective	imperfective	yüzen	yüzen	yüzen	yüzen	yüzen	yüzen
swim	impersonal participle	perfective	perfective	yüzmüş	yüzmüş	yüzmüş	yüzmüş	yüzmüş	yüzmüş
swim	impersonal participle	prospective	prospective	yüzecek	yüzecek	yüzecek	yüzecek	yüzecek	yüzecek
swim	personal participle	non-prospective	non-prospective	yüzdüğüm	yüzdüğün	yüzdüğü	yüzdüğümüz	yüzdüğünüz	yüzdükleri
swim	personal participle	prospective	prospective	yüzeceğim	yüzeceğin	yüzeceği	yüzeceğimiz	yüzeceğiniz	yüzecekleri
swim	verbal noun	verbal noun	verbal noun	yüzme	yüzme	yüzme	yüzme	yüzme	yüzme
swim	way of doing	way of doing	way of doing	yüzüş	yüzüş	yüzüş	yüzüş	yüzüş	yüzüş
swim				singular	singular	singular	plural	plural	plural
swim				1st person	2nd person	3rd person	1st person	2nd person	3rd person
swim				ben	sen	o	biz	siz	onlar
swim	indicative	present	aorist	yüzerim	yüzersin	yüzer	yüzeriz	yüzersiniz	yüzerler
swim	indicative	present	imperfective	yüzüyorum	yüzüyorsun	yüzüyor	yüzüyoruz	yüzüyorsunuz	yüzüyorlar
swim	indicative	past	perfective	yüzdüm	yüzdün	yüzdü	yüzdük	yüzdünüz	yüzdüler
swim	indicative	past	imperfective	yüzüyordum	yüzüyordun	yüzüyordu	yüzüyorduk	yüzüyordunuz	yüzüyorlardı (or yüzüyordular)
swim	indicative	future	future	yüzeceğim	yüzeceksin	yüzecek	yüzeceğiz	yüzeceksiniz	yüzecekler
swim	inferential	perfective	perfective	yüzmişim	yüzmişsin	yüzmiş	yüzmişiz	yüzmişsinüz	yüzmişler
swim	inferential	aorist	aorist	yüzermişim	yüzermişsin	yüzermiş	yüzermişiz	yüzermişsiniz	yüzerlermiş (or yüzermişlar)
swim	inferential	imperfective	imperfective	yüzüyormuşum	yüzüyormuşsun	yüzüyormuş	yüzüyormuşuz	yüzüyormuşsunuz	yüzüyorlarmış
swim	conditional	simple	simple	yüzsem	yüzsen	yüzse	yüzsek	yüzseniz	yüzseler
swim	conditional	perfective	perfective	yüzseydim	yüzseydin	yüzseydi	yüzseydik	yüzseydiniz	yüzseydiler
swim	optative	optative	optative	yüzeyim	yüzesin	yüze	yüzelim	yüzesiniz	yüzeler
swim	progressive	progressive	progressive	yüzmekteyim	yüzmektesin	yüzmekte	yüzmekteyiz	yüzmektesiniz	yüzmekteler
swim	necessitative	necessitative	necessitative	yüzmeliyim	yüzmelisin	yüzmeli	yüzmeliyiz	yüzmelisiniz	yüzmeliler
swim	imperative	imperative	imperative		yüz	yüzsün		yüzün	yüzsünler
swim									
swim	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
swim									
swim				singular	singular	singular	plural	plural	plural
swim				1st person	2nd person	3rd person	1st person	2nd person	3rd person
swim				ben	sen	o	biz	siz	onlar
swim	indicative	present	aorist	yüzer miyim?	yüzer misin?	yüzer mi?	yüzer miyiz?	yüzer misiniz?	yüzerler mi?
swim	indicative	present	imperfective	yüzüyor muyum?	yüzüyor musun?	yüzüyor mu?	yüzüyor muyuz?	yüzüyor musunuz?	yüzüyorlar mı?
swim	indicative	past	perfective	yüzdüm mü?	yüzdün mü?	yüzdü mü?	yüzdük mü?	yüzdünüz mü?	yüzdüler mi?
swim	indicative	past	imperfective	yüzüyor muydum?	yüzüyor muydun?	yüzüyor muydu?	yüzüyor muyduk?	yüzüyor muydunuz?	yüzüyorlar mıydı?
swim	indicative	future	future	yüzecek miyim?	yüzecek misin?	yüzecek mi?	yüzecek miyiz?	yüzecek misiniz?	yüzecekler mi?
swim	inferential	perfective	perfective	yüzmüş müyüm?	yüzmüş müsün?	yüzmüş mü?	yüzmüş müyüz?	yüzmüş müsünüz?	yüzmüşler mi?
swim	inferential	aorist	aorist	yüzer miymüşim?	yüzer miymüşsin?	yüzer miymüş?	yüzer miymüşiz?	yüzer miymüşsiniz?	yüzerler miymiş?
swim	inferential	imperfective	imperfective	yüzüyor muymuşum?	yüzüyor muymuşsun?	yüzüyor muymuş?	yüzüyor muymuşuz?	yüzüyor muymuşsunuz?	yüzüyorlar mıymış?
swim	conditional	simple	simple	yüzsem mi?	yüzsen mi?	yüzse mi?	yüzsek mi?	yüzseniz mi?	yüzseler mi?
swim	conditional	perfective	perfective	yüzse miydim?	yüzse miydin?	yüzse miydi?	yüzse miydik?	yüzse miydiniz?	yüzseler miydi?
swim	progressive	progressive	progressive	yüzmekte miyim?	yüzmekte misin?	yüzmekte mi?	yüzmekte miyiz?	yüzmekte misiniz?	yüzmekteler mi?
swim	necessitative	necessitative	necessitative	yüzmeli miyim?	yüzmeli misin?	yüzmeli mi?	yüzmeli miyiz?	yüzmeli misiniz?	yüzmeliler mi?
swim									
swim	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
swim									
swim	infinitive	infinitive	infinitive	yüzmemek	yüzmemek	yüzmemek	yüzmemek	yüzmemek	yüzmemek
swim	impersonal participle	imperfective	imperfective	yüzmeyen	yüzmeyen	yüzmeyen	yüzmeyen	yüzmeyen	yüzmeyen
swim	impersonal participle	perfective	perfective	yüzmemiş	yüzmemiş	yüzmemiş	yüzmemiş	yüzmemiş	yüzmemiş
swim	impersonal participle	prospective	prospective	yüzmeyecek	yüzmeyecek	yüzmeyecek	yüzmeyecek	yüzmeyecek	yüzmeyecek
swim	personal participle	non-prospective	non-prospective	yüzmediğim	yüzmediğin	yüzmediği	yüzmediğimiz	yüzmediğiniz	yüzmedikleri
swim	personal participle	prospective	prospective	yüzmeyeceğim	yüzmeyeceğin	yüzmeyeceği	yüzmeyeceğimiz	yüzmeyeceğiniz	yüzmeyecekleri
swim	verbal noun	verbal noun	verbal noun	yüzmeme	yüzmeme	yüzmeme	yüzmeme	yüzmeme	yüzmeme
swim	way of doing	way of doing	way of doing	yüzmeyüş	yüzmeyüş	yüzmeyüş	yüzmeyüş	yüzmeyüş	yüzmeyüş
swim				singular	singular	singular	plural	plural	plural
swim				1st person	2nd person	3rd person	1st person	2nd person	3rd person
swim				ben	sen	o	biz	siz	onlar
swim	indicative	present	aorist	yüzmem	yüzmezsin	yüzmez	yüzmeyiz	yüzmezsiniz	yüzmezler
swim	indicative	present	imperfective	yüzmüyorum	yüzmüyorsun	yüzmüyor	yüzmüyoruz	yüzmüyorsunuz	yüzmüyorlar
swim	indicative	past	perfective	yüzmedim	yüzmedin	yüzmedi	yüzmedik	yüzmediniz	yüzmediler
swim	indicative	past	imperfective	yüzmüyordum	yüzmüyordun	yüzmüyordu	yüzmüyorduk	yüzmüyordunuz	yüzmüyorlardı
swim	indicative	future	future	yüzmeyeceğim	yüzmeyeceksin	yüzmeyecek	yüzmeyeceğiz	yüzmeyeceksiniz	yüzmeyecekler
swim	inferential	perfective	perfective	yüzmemişim	yüzmemişsin	yüzmemiş	yüzmemişiz	yüzmemişsiniz	yüzmemişler
swim	inferential	aorist	aorist	yüzmezmişim	yüzmezmişsin	yüzmezmiş	yüzmezmişiz	yüzmezmişsiniz	yüzmezlermiş
swim	inferential	imperfective	imperfective	yüzmüyormuşum	yüzmüyormuşsun	yüzmüyormuş	yüzmüyormuşuz	yüzmüyormuşsunuz	yüzmüyorlarmış
swim	conditional	simple	simple	yüzmesem	yüzmesen	yüzmese	yüzmesek	yüzmeseniz	yüzmeseler
swim	conditional	perfective	perfective	yüzmeseydim	yüzmeseydin	yüzmeseydi	yüzmeseydik	yüzmeseydiniz	yüzmeseydiler
swim	optative	optative	optative	yüzmeyeyim	yüzmeyesin	yüzmeye	yüzmeyelim	yüzmeyesiniz	yüzmeyeler
swim	progressive	progressive	progressive	yüzmemekteyim	yüzmemektesin	yüzmemekte	yüzmemekteyiz	yüzmemektesiniz	yüzmemekteler
swim	necessitative	necessitative	necessitative	yüzmemeliyim	yüzmemelisin	yüzmemeli	yüzmemeliyiz	yüzmemelisiniz	yüzmemeliler
swim	imperative	imperative	imperative		yüzme	yüzmesin		yüzmeyin	yüzmesinler
swim									
swim	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
swim									
swim				singular	singular	singular	plural	plural	plural
swim				1st person	2nd person	3rd person	1st person	2nd person	3rd person
swim				ben	sen	o	biz	siz	onlar
swim	indicative	present	aorist	yüzmez miyim?	yüzmez misin?	yüzmez mi?	yüzmez miyiz?	yüzmez misiniz?	yüzmezler mi?
swim	indicative	present	imperfective	yüzmüyor muyum?	yüzmüyor musun?	yüzmüyor mu?	yüzmüyor muyuz?	yüzmüyor musunuz?	yüzmüyorlar mı?
swim	indicative	past	perfective	yüzmedim mi?	yüzmedin mi?	yüzmedi mi?	yüzmedik mi?	yüzmediniz mi?	yüzmediler mi?
swim	indicative	past	imperfective	yüzmüyor muydum?	yüzmüyor muydun?	yüzmüyor muydu?	yüzmüyor muyduk?	yüzmüyor muydunuz?	yüzmüyorlar mıydı?
swim	indicative	future	future	yüzmeyecek miyim?	yüzmeyecek misin?	yüzmeyecek mi?	yüzmeyecek miyiz?	yüzmeyecek misiniz?	yüzmeyecekler mi?
swim	inferential	perfective	perfective	yüzmemiş miyim?	yüzmemiş misin?	yüzmemiş mi?	yüzmemiş miyiz?	yüzmemiş misiniz?	yüzmemişler mi?
swim	inferential	aorist	aorist	yüzmez miymişim?	yüzmez miymişsin?	yüzmez miymiş?	yüzmez miymişiz?	yüzmez miymişsiniz?	yüzmezler miymiş?
swim	inferential	imperfective	imperfective	yüzmüyor muymuşum?	yüzmüyor muymuşsun?	yüzmüyor muymuş?	yüzmüyor muymuşuz?	yüzmüyor muymuşsunuz?	yüzmüyorlar mıymış?
swim	conditional	simple	simple	yüzmesem mi?	yüzmesen mi?	yüzmese mi?	yüzmesek mi?	yüzmeseniz mi?	yüzmeseler mi?
swim	conditional	perfective	perfective	yüzmese miydim?	yüzmese miydin?	yüzmese miydi?	yüzmese miydik?	yüzmese miydiniz?	yüzmeseler miydi?
