	Id	English	Part	Common	Northwest	West Central	Graeco Aryan	Eastern	Central
495	17-520	because	conjunction						
496	17-530	if	conjunction						
497	17-540	or	conjunction	*-we ̄					
498	17-550	yes|affirmative	particle						
499	17-560	no|negative	particle						
500	17-610	how	adverb						
501	17-620	how many	adjective						
502	17-630	how much	adjective						
503	17-640	what	noun	*kʷ ı ́d|*kʷ o ́d					
504	17-650	when	adverb	*kʷ ode ́hₐ|*kʷ o ́m					
505	17-660	where	adverb	*kʷ o ́r|*kʷ u ~ *kʷ u ̄ ́					
506	17-670	which	adjective						
507	17-680	who	noun	*kʷ ı ́s|*kʷ o ́s|*yo ́s/*ye ́hₐ/*yo ́d					
508	17-690	why	adverb						
509	18-110	voice	noun	*gˆhwonos|*wo ̄kʷ s					
510	18-120	sing	verb	*geh₁(i)-|*h₁ eus-|*kˆseh₁-|*pei-|*sengʷ h-|?*kan-		?*kan-|*ghel-			
511	18-130	shout|cry out	verb	*gˆar-		*yu-			
512	18-150	whisper	verb						
513	18-160	mumble	verb	*meh₁(i)-					
514	18-170	whistle	verb						
515	18-180	shriek|screech	verb						
516	18-190	howl	verb	*bukk-|*bhels-|*reu-|*ul-	*ka ̄ ̆u-	*ger-			
517	18-210	speak|talk	verb	*gal|*h₁ eugʷ h-|*h¼ o ̄r-|*mleuhₓ-|*rek-|*(s)wer-|*ter-|*wegʷ h-|*wekʷ-	*tolkʷ-	*bhehₐ-|*(s)preg-			
518	18-211	stutter|stammer	verb	*balba- ~ barbar-					
519	18-220	say	verb	*gʷ et-|*h₁egˆ-|*(s)pel-|*(s)wer-		*sekʷ-			
520	18-221	tell story	verb						
521	18-222	speech	verb						
522	18-230	silent	adjective	*t(e)h₂u-s-	*tak	*swı ̄(g/k)-			
523	18-240	language	noun						
524	18-260	word	noun						
525	18-280	name	noun	*h₁ no ́mn̥					
526	18-310	ask question|inquire	verb						
527	18-320	answer	verb						
528	18-330	admit|confess	verb						
529	18-340	deny	verb						
530	18-350	ask|request	verb						
531	18-360	promise	verb						
532	18-370	refuse	verb						
533	18-380	forbid	verb						
534	18-390	rebuke|scold	verb						
535	18-410	call|summon	verb	*gal-|*gˆar-|*gˆheu(hₓ)-|*kelh₁-					
536	18-420	call by name	verb						
537	18-430	announce	verb						
538	18-440	threaten	verb	*ghres-|*sker-					
539	18-450	boast	verb						
540	18-510	write	verb						
541	18-520	read	verb						
542	18-560	paper	noun						
543	18-570	pen	noun						
544	18-610	book	noun						
545	18-670	poet	noun		*wo ̄t-		*ka ̄ru-		
546	18-710	flute	noun						
547	18-720	drum	noun						
548	18-730	horn|trumpet	noun	*kˆer-|*kˆe ́r̥h₂ s|*kˆe ́r̥h₂ sr̥|*kˆo ́ru|*kˆr̥nom					
549	18-740	rattle	noun			*sner-			
550	19-110	country	noun	*pl̥th₂ wihₐ-					
551	19-120	one's native country	noun						
552	19-150	city|town	noun						
553	19-160	village	noun			*kˆo ́imos			
554	19-170	boundary	noun						
555	19-210	people|populace	noun	?*teute ́hₐ-		*de ́hₐ mos|*h₁ leudhos|*leh₂wo ́s|?*teute ́hₐ-|*h₁ leudheros|*pleh₁ dhwe ́h₁ s			
556	19-230	tribe|clan	noun	*wikˆ-					
557	19-240	chief|chieftain	noun						
558	19-250	staff|walking stick	noun		*gˆhₐsdhos				
559	19-310	rule|govern	verb	*deikˆ-|*po ́tyetoi|*wal-			*tkeh₁-		
560	19-320	king|ruler	noun	*h₃ re ̄ ́gˆs|*h₃ re ̄ ́gˆs					
561	19-330	queen	noun						
562	19-360	noble|nobleman	noun	*wesu-					
563	19-370	citizen|subject	noun						
564	19-410	master	noun	*dom(hₐ)unos|*h₁ esh₂ o ́s|*po ́tyetoi|*wikˆpots			*dems-pot-		
565	19-420	slave	noun						
566	19-430	servant	noun	*h₂entbhi-kʷ olos|*h₄ upo-sth₂ (i/o)-	*slo ́u-				
567	19-440	freeman	noun						
568	19-450	command|order	verb	*hₐe ́rtus|*ye ́w(e)s-					
569	19-460	obey	verb						
570	19-470	let|permit	verb						
571	19-510	friend|companion	noun	*so ́kʷ-h₂-o ̄i	*dhrougho ́s		*h₂e ̄pis		
572	19-520	enemy	noun		*ghostis		*des-		
573	19-540	neighbor	noun						
574	19-550	stranger	noun		*ghostis				
575	19-560	guest	noun		*ghostis				
576	19-570	host	noun						
577	19-580	help|aid	verb		*kˆelb-				
578	19-590	hinder|prevent	verb						
579	19-610	custom	noun	*s(w)edh-					
580	19-620	strife|quarrel	noun	*h₃enh₂-					
581	19-630	conspiracy|plot	noun						
582	19-650	meet	verb			*mo ̄d-			
583	19-720	prostitute	noun						
584	2-100	person|human being	noun	*hₐ ne ̄ ́r			*mo ́rtos		
585	2-210	man	noun	*hₐ ne ̄ ́r|*maghus|*me ́ryos|*mVnus|*wihₓ ro ́s	*dhgˆhm̥ o ́n		*mo ́rtos		
586	2-220	woman	noun	*gʷ e ́nhₐ|*maghwihₐ-|*merihₐ-					
587	2-230	male	noun	*r̥se ̄ ́n|*werse ̄n					
588	2-240	female	noun						
589	2-250	boy	noun						
590	2-251	young man	noun	*maghus|*me ́ryos					
591	2-260	girl	noun						
592	2-261	young woman	noun						
593	2-270	child	noun	*teknom					
594	2-280	infant|baby	noun						
595	2-310	husband	noun	*po ́tis|*wihₓ ro ́s					
596	2-320	wife	noun	*potnihₐ-|*prihₓ ehₐ-					
597	2-330	marry	verb	*gˆemhₓ-|*h₂ wed(h₂)-		*sneubh-			
598	2-340	marriage|wedding	noun						
599	2-341	divorce	noun						
600	2-350	father	noun	*at-|*gˆenh₁to ̄r|*papa|*p˳hₐ te ̄ ́r|*t-at-					
601	2-360	mother	noun	*gˆenh₁trihₐ-|*h₄ em-|*h₄ en-|*hₐekkehₐ-|*me ́hₐ te ̄r|*m-h₄ em-|*n-h₄ en-					
602	2-370	parents	noun						
603	2-380	married man	noun						
604	2-390	married woman	noun						
605	2-410	son	noun	*putlo ́s|*suhₓnu ́s|*suhₓ yu ́s					
606	2-420	daughter	noun	*dhugˆ(hₐ)te ̄ ́r					
607	2-430	offspring	noun						
608	2-440	brother	noun	*bhre ́hₐ ter-					
609	2-444	older brother	noun						
610	2-445	younger brother	noun						
611	2-450	sister	noun	*swe ́so ̄r					
612	2-454	older sister	noun						
613	2-455	younger sister	noun						
614	2-456	sibling	noun						
615	2-458	twins	noun						
616	2-460	grandfather	noun	*h₂ euh₂ os|*suhₓ sos	*h₂e ́uh₂-				
617	2-461	old man	noun	*gˆerhₐ ont-|*gˆerhₐ os					
618	2-470	grandmother	noun	*h₂ en-	*seno-mehₐ te ̄ ́r	*h₂euh₂ ihₐ-			
619	2-471	old woman	noun	*h₄en-|*n-h₄ en-					
620	2-480	grandson	noun	*ne ́po ̄ts					
621	2-490	granddaughter	noun	*neptihₐ-					
622	2-510	uncle	noun	*p˳hₐ tr̥wyos	*h₂e ́uh₂-	*dheh₁-|*me ́hₐ tro ̄us			
623	2-511	mother's brother	noun						
624	2-512	father's brother	noun						
625	2-520	aunt	noun						
626	2-521	mother's sister	noun						
627	2-522	father's sister	noun						
628	2-530	nephew	noun	*ne ́po ̄ts					
629	2-540	niece	noun	*neptihₐ-					
630	2-550	cousin	noun						
631	2-560	ancestors	noun						
632	2-570	descendants	noun						
633	2-610	father-in-law	noun	*swe ́kˆuros					
634	2-611	father-in-law	noun	*swe ́kˆuros					
635	2-620	mother-in-law	noun	*swekˆru ́hₐ s					
636	2-621	mother-in-law	noun	*swekˆru ́hₐ s					
637	2-630	son-in-law	noun	*gˆomhₓ-ter-		*gˆm̥ hₓ-ro-s			
638	2-631	son-in-law	noun	*gˆomhₓ-ter-		*gˆm̥ hₓ-ro-s			
639	2-640	daughter-in-law	noun						
640	2-641	daughter-in-law	noun						
641	2-710	stepfather	noun						
642	2-720	stepmother	noun						
643	2-730	stepson	noun						
644	2-740	stepdaughter	noun						
645	2-750	orphan	noun	*h⅔orbhos					
646	2-760	widow	noun	*widhewehₐ-					
647	2-770	widower	noun						
648	2-810	relatives|kinsmen	noun						
649	2-820	family	noun	*gˆe ́nh₁ es-|*wikˆ-|*wikˆs			*do ̄ ́m		
650	2-910	I	noun						
651	2-920	you	noun	*uswe ́ ~ *swe ́|*wo ́h₁|*yuhₓs					
652	2-930	he|she|it	noun						
653	2-940	we	noun	*no ́h₁|*we ́i					
654	2-941	we	noun	*no ́h₁|*we ́i					
655	2-942	we	noun	*no ́h₁|*we ́i					
656	2-950	you	noun	*uswe ́ ~ *swe ́|*wo ́h₁|*yuhₓs					
657	2-960	they	noun						
658	20-110	fight	verb	*hₐegˆ-|*yeudh-	*katu-|*t-|*weik-				
659	20-130	war|battle	noun						
660	20-140	peace	noun						
661	20-150	army	noun	*koryos					
662	20-170	soldier	noun						
663	20-210	weapons|arms	noun						
664	20-220	club	noun		*lorgehₐ-	*bak-	*wa ́gˆros		
665	20-222	battle-ax	noun						
666	20-230	sling	noun			*(s)bhondnehₐ			
667	20-240	bow	noun		*hₐ e ́rkʷos		*to ́ksom		
668	20-250	arrow	noun		*hₐ e ́rkʷos		*h₁ ı ́sus		
669	20-260	spear	noun	*gˆhₐiso ́s|*gʷ e ́ru|*kˆu ́hₓ los		*h₁negˆhes-|*hₐ eikˆsm(o/e)hₐ-			
670	20-270	sword	noun			*skolmehₐ-			
671	20-280	gun|cannon	noun						
672	20-310	armor	noun						
673	20-330	helmet	noun						
674	20-340	shield	noun	*spel(o/e)hₐ-	*ske ́its				
675	20-350	fortress	noun						
676	20-360	tower	noun						
677	20-410	victory	noun						
678	20-420	defeat	noun						
679	20-430	attack	verb						
680	20-440	defend	verb	*hₐ lek-					
681	20-450	retreat	verb						
682	20-460	surrender	verb						
683	20-470	captive|prisoner	noun		*kaptos				
684	20-471	guard|sentinel	noun	*peh₂-					
685	20-480	booty|spoils	noun	*soru					
686	20-490	ambush	verb						
687	20-510	fisherman	noun						
688	20-520	fishhook	noun						
689	20-530	fishing line	noun						
690	20-540	fishnet	noun						
691	20-550	fish trap	noun						
692	20-560	bait	noun						
693	20-610	hunt	verb	*hₐegˆrehₐ-|*leuhₓ-|*wreg-					
694	20-620	shoot	verb						
695	20-630	miss target	verb						
696	20-640	trap	noun						
697	20-650	trap	verb						
698	21-110	law	noun	*dhe ́h₁mi/men-|*dhe ́h₁ tis|*ye ́w(e)s-					
699	21-150	court	noun						
700	21-160	judge	verb						
701	21-170	judgment	noun						
702	21-180	judge	noun						
703	21-210	plaintiff	noun						
704	21-220	defendant	noun						
705	21-230	witness	noun						
706	21-240	swear	verb				*hₐ emh₃-		
707	21-250	oath	noun	*h₁o ́itos					
708	21-310	accuse	verb						
709	21-320	condemn	verb						
710	21-330	convict	verb						
711	21-340	acquit	verb						
712	21-350	guilty	adjective						
713	21-360	innocent	adjective						
714	21-370	penalty|punishment	noun						
715	21-380	fine	noun						
716	21-390	prison|jail	noun						
717	21-420	murder	verb						
718	21-430	adultery	noun						
719	21-440	rape	noun						
720	21-460	arson	noun						
721	21-470	perjury	noun						
722	21-510	steal	verb	*mus-|*(s)teh₄-|*teubh-		*ster-			
723	21-520	thief	noun						
724	22-110	religion	noun						
725	22-120	God	noun						
726	22-130	temple|church	noun						
727	22-140	altar	noun						
728	22-150	sacrifice|offering	noun	*hₐ ed-bher-|*tolk(o/e)hₐ-					
729	22-160	worship	verb				*yagˆ-		
730	22-170	pray	verb	*gʷ hedh-|*h¼ er-|*h₂ eru-|*meldh-|*telhₓ-					
731	22-180	priest	noun	*bherto ̄r|*bhlagˆhme ̄n|*pent- þ *dheh₁-/ *kʷ er-			*kouh₁e ̄i(s)		
732	22-190	holy|sacred	adjective	*kˆwen(to)-|*noibhos|*sakros					
733	22-220	preach	verb						
734	22-230	bless	verb						
735	22-240	curse	verb	*h₂eru-					
736	22-260	fast	verb	*hₐ egˆilos|*h₁ o ̄kˆ-us|?*kˆeigh-	?*kˆeigh-|*bhris- ~ *bhers-|*h₂e ̄hₓtro-		*h₂ r̥gˆ-ro ́s		
737	22-310	heaven	noun						
738	22-320	hell	noun						
739	22-350	demon|evil spirit	noun						
740	22-370	idol	noun						
741	22-420	magic|witchcraft|sorcery	noun		*soit(o/e)hₐ-				
742	22-430	sorcerer|witch	noun						
743	22-440	fairy|elf	noun	*h₄(e)l̥bh-					
744	22-450	ghost|phantom	noun	*dhroughos					
745	22-470	omen|portent	noun						
746	3-110	animal	noun	*gʷ ye ́h₃ wyom|*kʷ etwor-pod|*le ́uhₓ o ̄n					
747	3-120	male	adjective	*r̥se ̄ ́n|*werse ̄n					
748	3-130	female	adjective						
749	3-150	livestock	noun	*pe ́kˆu					
750	3-160	pasture	noun	*we ́lsu					
751	3-180	herdsman	noun	*we ́stor-		*poh₂ ime ́n-			
752	3-190	stable|stall	noun	*mand-					
753	3-200	cattle	noun						
754	3-210	bull	noun	*domhₐ yos|*tauros					
755	3-220	ox	noun	*uk(w)se ̄n-					
756	3-230	cow	noun	*gʷ o ̄us|*h₁egˆh-|*wokˆe ́hₐ-		*lohₐ po-			
757	3-240	calf	noun						
758	3-250	sheep	noun	*h₁ eri-|*h₂ o ́wis|*moiso ́s|*(s)kˆegos					
759	3-260	ram	noun	*moiso ́s					
760	3-280	ewe	noun	*h₂ owike ́hₐ-					
761	3-290	lamb	noun	*wr̥h₁e ̄n		*hₐegʷ			
762	3-320	boar	noun	*tworkˆo ́s	?*h₁eperos	?*h₁eperos			
763	3-340	sow	noun						
764	3-350	pig	noun						
765	3-360	goat	noun	*bhugˆos|*dı ́ks|*h₁ eri|*h₄ eli-|*hₐ egˆo ́s|*hₐ eigˆs|*ka ́pros|*(s)kˆegos	*ghₐidos	*kogˆhe ́hₐ-			
766	3-370	he-goat	noun	*bhugˆos|*hₐ egˆo ́s|*h₄ eli-|*ka ́pros					
767	3-380	kid	noun						
768	3-410	horse	noun	*gˆhe ́yos|*h₁ e ́kˆwos	*ma ́rkos				*mendyos
769	3-420	stallion	noun						
770	3-440	mare	noun	*h₁ e ́kˆwehₐ-					
771	3-450	foal|colt	noun						
772	3-460	ass|donkey	noun	*os(o)nos		*mu ́(k)skos|*mu ́(k)skos			
773	3-470	mule	noun						
774	3-500	fowl	noun						
775	3-520	cock|rooster	noun						
776	3-540	hen	noun	*kerk-					
777	3-550	chicken	noun						
778	3-560	goose	noun	*gˆhₐn-s					
779	3-570	duck	noun	*hₐn̥hₐ ti-|*pad-					
780	3-580	nest	noun	*nisdos					
781	3-581	bird	noun	*hₐ ewei-|*pipp-					
782	3-582	seagull	noun						
783	3-583	heron	noun						
784	3-584	eagle	noun	*h₃or-					
785	3-585	hawk	noun		*kap-				
786	3-586	vulture	noun	*gʷl̥tur-					
787	3-591	bat	noun						
788	3-592	parrot	noun						
789	3-593	crow	noun	*kVr-					-|*wer-
790	3-594	dove	noun						
791	3-596	owl	noun	*b(e)u-|*h⅔uh₁ (e/o)lo-|*ulu-	*ka ̄ ̆u-				
792	3-610	dog	noun	*kˆ(u)wo ̄n		*(s)koli-			
793	3-614	rabbit	noun						
794	3-620	cat	noun		*kat-				
795	3-622	opossum	noun						
796	3-630	mouse|rat	noun	*mu ̄s|*mu ̄s(tlo)-|*pe ́l(hₓ)us					
797	3-650	fish	noun	*pikˆskˆos		*dhgˆhuhₓ-			
798	3-652	fin	noun						
799	3-653	fishscale	noun						
800	3-654	gill	noun						
801	3-655	shell	noun						
802	3-661	shark	noun						
803	3-662	porpoise|dolphin	noun						
804	3-663	whale	noun						
805	3-664	stingray	noun						
806	3-665	freshwater eel	noun						
807	3-710	wolf	noun	*wl̥kʷos		*dho ́hₐ us|*wailos			
808	3-720	lion	noun			*li(w)-	*perd-		
809	3-730	bear	noun						
810	3-740	fox	noun	*wl(o)p-					
811	3-750	deer	noun	*h₁ elh₁e ̄n		*yo ́rks			
812	3-760	monkey	noun						
813	3-770	elephant	noun	?*(y)ebh-					
814	3-780	camel	noun						
815	3-810	insect	noun	*kʷ r̥mis|*mat-		*wr̥mis			
816	3-811	louse	noun	*lu- (*lus-)					
817	3-812	nit	noun	*rik-		*kˆ(o)nid-			*hₓ orghi-
818	3-813	flea	noun	*plus-					
819	3-814	centipede	noun						
820	3-815	scorpion	noun						
821	3-816	cockroach	noun						
822	3-817	ant	noun	*morwi- ~ *morm- ~ *mouro-					
823	3-818	spider	noun						
824	3-819	spider web	noun						
825	3-820	bee	noun		*bhikʷ o ́-				*melı ́tihₐ-
826	3-821	beeswax	noun						
827	3-822	beehive	noun						
828	3-823	wasp	noun	*h⅔ wobhsehₐ-					
829	3-830	fly	noun						
830	3-831	sandfly|midge|gnat	noun	*mokˆo-		*mu(s/hₓ)-|*h₁ empı ́s|*mu(s/hₓ)-			
831	3-832	mosquito	noun			*mu(s/hₓ)-			
832	3-840	worm	noun	*kʷ r̥mis|*mat-|*wr̥mis					
833	3-850	snake	noun	*h₁ o ́gʷ his	*ne ́h₁tr- ~ *nh₁tr-	*hₐ e ́ngʷ his			
834	3-910	firefly	noun						
835	3-920	butterfly	noun		*pelpel -				
836	3-930	grasshopper	noun						
837	3-940	snail	noun			*sleimak-			
838	3-950	frog	noun			*worhₓ d(i/o)-			
839	3-960	lizard	noun						
840	3-970	crocodile|alligator	noun						
841	3-980	turtle	noun						
842	4-110	body	noun	*kre ́ps					
843	4-120	skin|hide	noun	*h₁owes-|*ke ́rmen-|*moiso ́s|*(s)kʷe ́hₓ tis|*twe ́ks|*wer-		*pe ́ln-			
844	4-130	flesh	noun						
845	4-140	hair	noun	*dekˆ-|*dhrigh-|*go ́wr̥|*ghₐit(so)-|*kˆripo-|*pou-m-s-|*pilos|*pulos|*wendh-|*w(e/o)ndhso-|*yo ́kˆu	*kˆer(es)-				
846	4-142	beard	noun	*smo ́kˆwr̥	*bhₐrdhehₐ-				
847	4-144	body hair	noun						
848	4-145	pubic hair	noun	*kukˆis					
849	4-146	dandruff	noun						
850	4-150	blood	noun	*h₁e ́sh₂r̥|*kre ́uhₐ					
851	4-151	vein|artery	noun						
852	4-160	bone	noun	*h₂o ́st					
853	4-162	rib	noun	*pe ́rkˆus					
854	4-170	horn	noun	*kˆer-|*kˆe ́r̥h₂ s|*kˆe ́r̥h₂ sr̥|*kˆo ́ru|*kˆr̥nom					
855	4-180	tail	noun	*puk(ehₐ)-|*wo ́los					
856	4-190	back	noun	*h₄epe ́r-|*h₄e ́po					
857	4-191	spine	noun						
858	4-200	head	noun	*ghebho ̄l|*kapo ̄lo-|*kˆr̥re ̄h₂	*ka ́put				
859	4-201	side of head|temple	noun						
860	4-202	skull	noun	*kapo ̄lo-					
861	4-203	brain	noun	*mosghos		*mre ́ghmen-		*mo ́str̥	
862	4-204	face	noun	*h₁ e ́ni-h₃ kʷ-(o/e)hₐ-|*pro ́ti-h₃(o ̄)kʷ-(o/e)hₐ-					
863	4-205	forehead	noun	*bho ́lom-|*h₂ent-					
864	4-207	jaw	noun	*gˆe ́nu-|*smekˆ-		*gˆonhₐ dhos			
865	4-208	cheek	noun						
866	4-209	chin	noun	*men|*smekˆ-|*smo ́kˆwr̥					
867	4-210	eye	noun	*h₃ ekʷ-					
868	4-212	eyebrow	noun	*bhru ́hₓ s					
869	4-213	eyelid	noun						
870	4-214	eyelash	noun						
871	4-215	blink	verb						
872	4-220	ear	noun	*hₐo ́us-					
873	4-221	earlobe	noun						
874	4-222	earwax	noun						
875	4-230	nose	noun	*hₓna ́ss					
876	4-231	nostril	noun						
877	4-232	mucus	noun						
878	4-240	mouth	noun	*h¼ o ́h₁(e)s-|*hₓ oust-ehₐ-|*sto ́mn̥					
879	4-241	beak	noun						
880	4-250	lip	noun	*hₓ oustehₐ-	*leb-	*ghelunehₐ-			
881	4-260	tongue	noun	*dn̥gˆhuhₐ-					
882	4-270	tooth	noun	*gˆo ́mbhos|*h₁ do ́nt-					
883	4-271	gums	noun		*ghe ́hₐ(u)-mr̥		*wo ́lswom		
884	4-272	molartooth	noun						
885	4-280	neck	noun	*gʷ eih₃ wehₐ-|*mono-	*ko ́lsos	*hₐ engˆh(w)e ̄n-			
886	4-281	nape of neck	noun						
887	4-290	throat	noun	*gutr̥					
888	4-300	shoulder	noun	*dous-|*h¼ o ́msos|*hₐekˆslehₐ-|*pl(e)t-|*(s)kˆup-|shoulder blade *pl(e)t-					
889	4-301	shoulderblade	noun						
890	4-302	collarbone	noun						
891	4-310	arm	noun	*dous-|*hₐ e ́rhₓ mos					
892	4-312	armpit	noun						
893	4-320	elbow	noun	*h₃elVn-		*h₃ elek-			
894	4-321	wrist	noun						
895	4-330	hand	noun	*gˆhe ́sr-|*gˆho ́stos|*me ́hₐr					
896	4-331	palm of hand	noun						
897	4-340	finger	noun		*po ́lik(o)s				
898	4-342	thumb	noun		*po ́lik(o)s				
899	4-344	fingernail	noun						
900	4-345	claw	noun						
901	4-350	leg	noun						
902	4-351	thigh	noun	*sre ̄n(o/e)hₐ-					
903	4-352	calf of leg	noun						
904	4-360	knee	noun	*gˆonu					
905	4-370	foot	noun	*po ̄ ́ds|*lehₐpehₐ-					
906	4-371	ankle	noun						
907	4-372	heel	noun	*pe ̄nt-|*pe ́rsnehₐ-|*spr̥h₁o ́-					
908	4-374	footprint	noun	*pedom					
909	4-380	toe	noun						
910	4-392	wing	noun	*pet(e)r-|*(s)porno ́m					
911	4-393	feather	noun	*pet(e)r-|*(s)porno ́m					
912	4-400	chest	noun						
913	4-410	breast	noun	*dhh₁ ilehₐ -|*h₁o ́uhₓ dhr̥-|*pap-|*pe ́rkˆus|*pste ́nos-					
914	4-412	nipple|teat	noun	*pste ́nos|*dhh₁ ilehₐ-|*pap-	*speno-				
915	4-420	udder	noun	*h₁o ́uhₓ dhr̥					
916	4-430	navel	noun	*h₃ nobh-					
917	4-440	heart	noun	*kˆe ̄rd					
918	4-441	lung	noun	*h₁ eh₁ tr-|*ple ́umo ̄n					
919	4-450	liver	noun	*lesi-|*yekʷ r̥(t)					
920	4-451	kidney	noun	*h₂ eh₂(e)r-		*negʷ hro ́s			
921	4-452	spleen	noun	*sploigˆh₂-e ̄ ́n					
922	4-460	stomach	noun	*gʷ e ́tus|*pant-|*udero-|*udˢ					
923	4-461	intestines|guts	noun	*gudo ́m|*h₁ ent(e)rom					
924	4-462	waist	noun						
925	4-463	hip	noun	*kˆlo ́unis|*sre ̄nos/ehₐ-					
926	4-464	buttocks	noun						
927	4-470	womb	noun	*g(w)elbhus|*gʷ e ́tus					
928	4-490	testicle	noun	*h₄o ́rgˆhis					
929	4-492	penis	noun	*ka ́pr̥|*pe ́ses-					
930	4-510	breathe|breath	verb	*dhwes-|*hₐ e ́nh₁-|*hₐ e ́nh₁ mi|*kˆweshₓ-|*h₁eh₁ tme ́n-|*hₐe ́nh₁mos					
931	4-520	yawn|gape	verb	*gˆhehₐ w|*gˆh(h₁)iy-ehₐ-|*gˆhehₐw-					
932	4-521	hiccough	verb						
933	4-530	cough	verb	*kʷ ehₐ s-					
934	4-540	sneeze	verb	*pster-|*skeu-		*pneu-			
935	4-550	perspire	verb						
936	4-560	spit	verb						
937	4-570	vomit	verb	*we ́mhₓ mi					
938	4-580	bite	verb	*denkˆ-					
939	4-590	lick	verb	*leigˆh-		*lab-|*lak-			
940	4-591	dribble	verb						
941	4-610	sleep	verb						
942	4-612	snore	verb			*srenk-			
943	4-620	dream	verb	*swep-|*swo ́pniyom|*swo ́pnos					*h₃ e ́nr̥
944	4-630	wake up	verb						
945	4-640	break wind	verb						
946	4-650	urinate	verb	*h₃me ́igˆh(e/o)-					
947	4-660	defecate	verb	*gˆhedy(e/o)-|*gʷ uhₓ-|*kerd-|*kˆekʷ-		*kak(k)ehₐ y(e/o)-			
948	4-670	have sexual intercourse	verb						
949	4-680	shiver	verb						
950	4-690	bathe	verb			*leuh₁-			
951	4-710	beget	verb						
952	4-720	born	verb	*gˆenh₁-					
953	4-730	pregnant	adjective	*kˆeuh₁-					
954	4-732	conceive	verb						
955	4-740	live|living|life	verb	*gʷ eih₃-|*gʷ yeh₃-*hₐo ́yus					
956	4-750	die|dead	verb	*mer-|*nekˆ-|*wel-|*mr̥to ́s|*ne ́kˆus		*dheu-			
957	4-751	drowned	adjective						
958	4-760	kill	verb						
959	4-770	corpse	noun	*ne ́hₐ wis					
960	4-780	bury	verb						
961	4-790	grave|tomb	noun						
962	4-810	strong|mighty|powerful	adjective	*be ́los|*wal-|*wegˆ-|*weihₓ-*kˆouh₁ros					
963	4-820	weak	adjective	*hₐ epus|*losiwos|*meldh-					
964	4-830	well|health	adjective|noun						
965	4-840	sick|sickness	adjective|noun	*h₁ermen-|*sokto-		*seug-			
966	4-841	fever	noun						
967	4-842	goiter	noun						
968	4-843	cold	noun	*kˆelto-|*kʷ ruste ̄n	*gel-	*h₃ eug-|*srı ̄ges-			
969	4-850	wound|sore	noun	*hₐ e ́ru(s)|*peles-|*swero-|*wen-|*woln(o/e)hₐ-		*wehₐ t-			
970	4-852	bruise	noun						
971	4-853	swelling	noun						
972	4-854	itch	noun						
973	4-855	blister	noun						
974	4-856	boil	noun	*seu-|*sret-|*yes-		*bhreu-			
975	4-857	pus	noun			*pu ́hₓes-			
976	4-858	scar	noun						
977	4-860	cure|heal	verb	*med-|*med-		*bher-|*yak(k)-|*bher-|*yak(k)-			
978	4-870	physician	noun						
979	4-880	medicine|drug	noun						
980	4-890	poison	noun	*wı ́ss					
981	4-910	tired|weary	adjective	*kˆemhₐ-|*leh₁ d-					
982	4-912	rest	verb	*kʷ eih₁-|*ses-					
983	4-920	lazy	adjective						
984	4-930	bald	adjective	*kl̥hₓ wos	?*gol(hₓ)wos	?*gol(hₓ)wos			
985	4-940	lame	adjective	*skauros|*sromo ́s					
986	4-950	deaf	adjective	*bhodhₓ ro ́s					
987	4-960	mute	adjective						
988	4-970	blind	adjective	*hₐendho ́s					
989	4-980	intoxicated	adjective						
990	4-990	naked|bare	adjective	*n(e/o)gʷ no ́s|*n(e/o)gʷ no ́s	?*gol(hₓ)wos|*bhoso ́s|?*gol(hₓ)wos|*bho-	?*gol(hₓ)wos|?*gol(hₓ)wos			
991	5-110	eat	verb	*gras-|*gˆeP-|*h₁ e ́dmi|*h₄eu-					
992	5-120	food	noun	*h₁ edonom					
993	5-121	cooked	adjective						
994	5-122	raw	adjective	*h₂em-|*h₂omo ́s					
995	5-123	ripe	adjective						
996	5-124	green|unripe	adjective	*kˆer- ~ *kˆr̥-wos|*kˆyeh₁-|*modheros					
997	5-125	rotten	adjective						
998	5-130	drink	verb	*h₁e ̄gʷ hmi					
999	5-140	hunger	noun	*Kos-t-		*kenk-			
1000	5-141	famine	noun						
1001	5-150	thirst	noun						
1002	5-160	suck	verb						
1003	5-180	chew	verb	*gˆyeuhₓ-		*mandh - or *mant-			
1004	5-181	swallow	verb	*gʷ erh₃-|*kʷ em-|*peh₃(i)-					
1005	5-190	choke	verb						
1006	5-210	cook	verb	*pekʷ-|*wer-					
1007	5-220	boil	verb	*seu-|*sret-|*yes-		*bhreu-			
1008	5-230	roast|fry	verb	*bher-|*bhr̥g-|*h₃ ep-		*bho ̄g-			
1009	5-240	bake	verb	*pekʷ-		*bho ̄g-			
1010	5-250	oven	verb						
1011	5-260	pot|cooking vessel	noun	*h⅔ukʷ-|*kʷ					
1012	5-270	kettle	noun						
1013	5-280	pan	noun						
1014	5-310	dish	noun			*po ́thₐ r̥			
1015	5-320	plate	noun	*tekˆstehₐ-					
1016	5-330	bowl	noun	*kumb(o/e)hₐ-					
1017	5-340	pitcher|jug	noun	?*kelp-		?*kelp-			
1018	5-350	cup|drinking vessel	noun	*kVlVkˆ-|*poh₂ tlom					
1019	5-360	saucer	noun						
1020	5-370	spoon	noun						
1021	5-380	knife	noun	*h⅔ n̥sis|*kl̥te ̄ ́r|*kˆostrom ~ *kˆosdhrom|*we ̄-					
