chapter_id	entry_id	meaning	Proto Polynesian_Phonemic	comment
4	345	claw	*kuku; *maikuku	PPN; First ex. means 'draw together, grasp'.; PPN; First ex. means 'draw together, grasp'.
4	350	leg	*waqe; *waʔe	PPN; PCP *la(')a. *? *(')alaga. PPN *(q)alaŋa; PPN; PCP *la(')a. *? *(')alaga. PPN *(q)alaŋa
4	351	thigh	*teŋa; *paka; *koihaŋa; *kuufaa	PPN; PCP *poke-'groin'; *(')alaga. PPN *(-)saŋa'female genitals'; *ko(iu)saŋa; *(q)alaŋa'(animal) thigh, leg'. PNP *fuufaa. PEP *(f, s)uufaa; PPN; PCP *poke-'groin'; *(')alaga. PPN *(-)saŋa'female genitals'; *ko(iu)saŋa; *(q)alaŋa'(animal) thigh, leg'. PNP *fuufaa. PEP *(f, s)uufaa; PPN; PCP *poke-'groin'; *(')alaga. PPN *(-)saŋa'female genitals'; *ko(iu)saŋa; *(q)alaŋa'(animal) thigh, leg'. PNP *fuufaa. PEP *(f, s)uufaa; PPN; PCP *poke-'groin'; *(')alaga. PPN *(-)saŋa'female genitals'; *ko(iu)saŋa; *(q)alaŋa'(animal) thigh, leg'. PNP *fuufaa. PEP *(f, s)uufaa
4	360	knee	*turi	PPN
4	370	foot	*waʔe; *va'e	PPN; PPN
4	374	footprint	*tapu-waʔe	PPN
4	380	toe	*matikuku	PPN
4	392	wing	*kapakau; *kapa; *kapa-kapa	PPN; PNP *kopa 'flap w.'. PEP *pererau; PPN; PNP *kopa 'flap w.'. PEP *pererau; PPN; PNP *kopa 'flap w.'. PEP *pererau
4	393	feather	*palaa; *fulu; *kula; *lawe	PPN; 'Tail-feather' is PCP *lawe-. PPN *lawe- 'tail-feather'; PPN; 'Tail-feather' is PCP *lawe-. PPN *lawe- 'tail-feather'; PPN; 'Tail-feather' is PCP *lawe-. PPN *lawe- 'tail-feather'; PPN; 'Tail-feather' is PCP *lawe-. PPN *lawe- 'tail-feather'
4	400	chest	*fata-fata; *uma	PPN; PPN
4	410	breast (of woman)	*huhu; *susu; *uma	PPN; PPN; PPN
4	412	nipple, teat	*susu; *huhu	PPN; PPN
4	430	navel	*uso; *iho; *pito	PPN; PPN; PPN
4	440	heart	*finaŋalo	PPN; *PNP *fatu-manawa
4	441	lung	*maʔa-maʔa; *maqamaqa	PPN; PPN
4	450	liver	*ʔate; *qate	PPN; PPN
4	451	kidney	*mape	PPN
4	460	stomach	*koopuu; *koopoo; *kopu; *manawa; *ʔalo; *qalo; *kete; *kona; *tinaqe; *tinae; *tia	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
4	461	intestines, guts	*silo; *ŋaakau; *tinaqe; *tinae; *waawaa; *ma-nava; *fekafeka; *qalo; *ʔalo	PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a; PPN; PSO=PSM *wa(q)awa(q)a. PCP *wa(')a-wa(')a. PPN *wa(q)a-wa(q)a
4	463	hip	*noko	PPN
4	464	buttocks	*noko; tipi; *muri; *lemu; *sope	PPN; Last form is '(animal)b., after'. 'Anus' is PPN *faʔelu; *lemu; *silo. PNP *kootoze; PPN *kootole. 'Rump' PPN *fure.; PPN; Last form is '(animal)b., after'. 'Anus' is PPN *faʔelu; *lemu; *silo. PNP *kootoze; PPN *kootole. 'Rump' PPN *fure.; PPN; Last form is '(animal)b., after'. 'Anus' is PPN *faʔelu; *lemu; *silo. PNP *kootoze; PPN *kootole. 'Rump' PPN *fure.; PPN; Last form is '(animal)b., after'. 'Anus' is PPN *faʔelu; *lemu; *silo. PNP *kootoze; PPN *kootole. 'Rump' PPN *fure.; PPN; Last form is '(animal)b., after'. 'Anus' is PPN *faʔelu; *lemu; *silo. PNP *kootoze; PPN *kootole. 'Rump' PPN *fure.
4	470	womb	*ewe	PPN; 'Placenta' PPN *fanua.
4	490	testicle	*kala; *rie; *Lie; *laso	PPN; PPN; PPN; PPN
4	492	penis	*ule	PPN; PCP *kula'circumcision'. PCP *puku'erect p., protrude, bulge'. PCP *baku 'uncircumcised, foreskin'. PCP *buku-'female genitals'.PPN *kula'circumcision'; *paku'foreskin'; PPN *(-)saŋa 'female genitals'
4	510	breathe, breath	*ŋaa; *na; *ma-nawa; *maanawa; *mapu; *sela	PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa; PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa; PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa; PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa; PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa; PPN; Last two forms: 'breathe hard; gasp for breath'. PNP *pusa. PEP *saa
4	520	yawn, gape	*fakamaawaa	PPN; PCP *v-māwā.
4	530	cough	*fuu; *male; *mle; *tale; *tuŋu	PPN; PEP *tuŋu; PPN; PEP *tuŋu; PPN; PEP *tuŋu; PPN; PEP *tuŋu; PPN; PEP *tuŋu
4	540	sneeze	*tie; *tihe	PPN; PPN
4	550	perspire	*kakawa; *kawa	PPN; PCP *kawa; *hou.; PPN; PCP *kawa; *hou.
4	560	spit	*ʔaʔanu; *qaqanu; *suki; *puqaki; *ifo	PPN; PPN *(ka)kawa'sweat'. PPN *qanusi; *kalu; *wale. PNP *saavale. PEP *tufa. PCP *kawa; *wale.; PPN; PPN *(ka)kawa'sweat'. PPN *qanusi; *kalu; *wale. PNP *saavale. PEP *tufa. PCP *kawa; *wale.; PPN; PPN *(ka)kawa'sweat'. PPN *qanusi; *kalu; *wale. PNP *saavale. PEP *tufa. PCP *kawa; *wale.; PPN; PPN *(ka)kawa'sweat'. PPN *qanusi; *kalu; *wale. PNP *saavale. PEP *tufa. PCP *kawa; *wale.; PPN; PPN *(ka)kawa'sweat'. PPN *qanusi; *kalu; *wale. PNP *saavale. PEP *tufa. PCP *kawa; *wale.
4	570	vomit	*lua; *lu-aki	PPN; PPN
4	580	bite	*kati; *kom-i	PPN; *PPN *quuti *ʔuti. 'Gnaw, bite' *ŋali, *toŋi.; PPN; *PPN *quuti *ʔuti. 'Gnaw, bite' *ŋali, *toŋi.
4	590	lick	*lami; *miti; *ʔepo; *qemo	PPN; *ʔemo; PPN; *ʔemo; PPN; *ʔemo; PPN; *ʔemo
4	610	sleep	*pipiki; *mohe	PPN; PPN
4	620	dream	*lika; *miti	PPN; PPN
4	630	wake up	*ʔara; *mata-ʔara; *ofo; *hala; *fa; faŋu; *faṅu	PPN; PPN; PPN; PPN; PPN; PPN; PPN
4	640	break wind	*puu; *teʔe; *suu	PPN; PPN *si(i)sii'hiss'. PNP *suu; PPN; PPN *si(i)sii'hiss'. PNP *suu; PPN; PPN *si(i)sii'hiss'. PNP *suu
4	650	urinate	*mimi; *mi	PPN; PPN *soŋo; sosoŋo 'smell of u.'. 'To sprinkle (spray, wet, urinate, pour)' afu afu; 'sprinkle water' pii pii.; PPN; PPN *soŋo; sosoŋo 'smell of u.'. 'To sprinkle (spray, wet, urinate, pour)' afu afu; 'sprinkle water' pii pii.
4	660	defecate	*feka-feka; *ta'e; *taʔe; taqe; *teʔe; *tiko	PPN; PNP *pala; PPN; PNP *pala; PPN; PNP *pala; PPN; PNP *pala; PPN; PNP *pala; PPN; PNP *pala
4	670	have sexual intercourse	*fai; *haqi; *oli; *oLi; *oni oni	PPN; PPN haqi; PPN; PPN haqi; PPN; PPN haqi; PPN; PPN haqi; PPN; PPN haqi
4	680	shiver	*tete; *lifu; *ŋatali; *ŋaaluelue	PPN; PPN; PPN; PPN
4	690	bathe	*kaukau; *lanu; *'anu	PPN; PPN; PPN
4	720	born (to be)	*faanau; *fa-nau	PPN; PPN
4	730	pregnant	*sapuu; *sapu; *hapuu	PPN; 'Swell, as pregnant' kune.; PPN; 'Swell, as pregnant' kune.; PPN; 'Swell, as pregnant' kune.
4	740	live, living, life	*maʔuri; *maquri; *ola; *ʔuli; *ʔuʔi	PPN; PPN; PPN; PPN; PPN
4	750	die, dead	*mate; *ma-mate; *kero; *'oti	PPN; PPN; PPN; PPN
4	751	drowned	*lemo; le-lemo; *-lemo; *lemo; *malemo; *paremo	PPN; PEP *paremo; PPN; PEP *paremo; PPN; PEP *paremo; PPN; PEP *paremo; PPN; PEP *paremo; PPN; PEP *paremo
4	770	corpse	*qaŋaqaŋa	PPN
4	780	bury (the dead)	*tanu; *tano; *tanu; *fala	PPN; PPN; PPN; PPN
4	790	grave, tomb	*fala	PPN
4	810	strong, mighty, powerful	*kafa; *malosi; *mana; *mafi; *ta'a	PPN; PNP *ivi. PEP *pakari; PPN; PNP *ivi. PEP *pakari; PPN; PNP *ivi. PEP *pakari; PPN; PNP *ivi. PEP *pakari; PPN; PNP *ivi. PEP *pakari
4	820	weak	*ŋo-ŋo; *wai-wai; *ŋaawari; *ŋase-ŋase; *loma	PPN; PNP *kopa; *saŋeŋe. PEP *hemo; *ru(f, s)i; PPN; PNP *kopa; *saŋeŋe. PEP *hemo; *ru(f, s)i; PPN; PNP *kopa; *saŋeŋe. PEP *hemo; *ru(f, s)i; PPN; PNP *kopa; *saŋeŋe. PEP *hemo; *ru(f, s)i; PPN; PNP *kopa; *saŋeŋe. PEP *hemo; *ru(f, s)i
4	830	well, health	*ola	PPN
4	840	sick, sickness	*maki; *masaki; *ma-saki; *mahaki; *ma-haki; *kafo; *lila	PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi; PPN; PEP *maauʔiuʔi
4	850	wound, sore	*maki; *pala; *tane; *kafo	PPN; PEP *paka; PCP *mavoa. 'Scab' is PPN *paku; *paka.; PPN; PEP *paka; PCP *mavoa. 'Scab' is PPN *paku; *paka.; PPN; PEP *paka; PCP *mavoa. 'Scab' is PPN *paku; *paka.; PPN; PEP *paka; PCP *mavoa. 'Scab' is PPN *paku; *paka.
4	852	bruise	*qunoko	PPN
4	853	swelling	*pona; *fula; *pula; *puku; *puke; *puŋa; *poka; *tupu; *fuse; *kozopupuu	PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.; PPN; PCP *vuce.
4	854	itch	*fune; *maŋeo; *maqene; *maʔene	PPN; PPN; PPN; PPN
4	855	blister	*kana; *kozopupuu	PPN; PPN
4	856	boil (noun)	*-faa; *patu	PPN; PPN
4	857	pus	*pilau; *pala	PPN; Latter is 'pustulous sore'. PNP *ʔatilo; ʔaukau; PPN; Latter is 'pustulous sore'. PNP *ʔatilo; ʔaukau
4	858	scar	*patu; *kali	PPN; PPN
4	860	cure, heal	*mafu; *ola	PPN; PPN
4	910	tired, weary	*maanunu; *hemo	PPN; PEP *hemo; *ru(f, s)i; PPN; PEP *hemo; *ru(f, s)i
4	912	rest	*tau; *toka; *okioki; *hili; *ili	PPN; PPN; PPN; PPN; PPN
4	920	lazy	*noa	PPN
4	930	bald	*kila; *ali; *mozi	PPN; PPN; PPN
4	940	lame	*kopa; *koki; *maoa; *sape	PPN; PPN; PPN; PPN
4	950	deaf	*tuli	PPN
4	960	mute	*m-utu	PPN
4	970	blind	*kui	PPN; PCP kui.
4	980	intoxicated	*kona	PPN
4	990	naked, bare	*tafaŋafaŋa	PPN
5	110	eat	*ka; *kai; *kei; *faŋaʔi; *faŋa; *taumafa	PPN; PPN; PPN; PPN; PPN; PPN
5	120	food	*ʔoho; *ʔoso; *qoso; *kai; *taumafa	PPN; 'Pudding made by mixing...' poke; cf. 'poi'.; PPN; 'Pudding made by mixing...' poke; cf. 'poi'.; PPN; 'Pudding made by mixing...' poke; cf. 'poi'.; PPN; 'Pudding made by mixing...' poke; cf. 'poi'.; PPN; 'Pudding made by mixing...' poke; cf. 'poi'.
5	121	cooked	*rara; *maoa; *moso; *masa	PPN; PPN; PPN; PPN
5	122	raw	*mata; *ʔota; *qota; *ota	PPN; PPN; PPN; PPN
5	123	ripe	*pala; *leu; *makulu	PPN; PCP *dreu. 'Over-ripe' *peqe; *peʔe.; PPN; PCP *dreu. 'Over-ripe' *peqe; *peʔe.; PPN; PCP *dreu. 'Over-ripe' *peqe; *peʔe.
5	124	green, unripe	*mata; *ota	PPN; PPN
5	125	rotten	*pela; *pilo; *piLo; *pilau; *popo; *pala; *keza; *pizo	PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'; PPN; *? *maumau. PPN *maumau'wasted'; *popo'decay'
5	130	drink	*unu; *inu; *inu	PPN; PCP *inu; PPN; PCP *inu; PPN; PCP *inu
5	140	hunger	*hoŋe; *fiakai	PPN; PNP *ʔaukai; PPN; PNP *ʔaukai
5	141	famine	*hoŋe	PPN
5	160	suck	*huhu; *komo; *miti	PPN; PPN misi. *PEP *omo; PPN; PPN misi. *PEP *omo; PPN; PPN misi. *PEP *omo
5	180	chew	*lam; *mama; *ŋali; *ŋau; *ŋuŋu	PPN; PPN; PPN; PPN; PPN
5	181	swallow	*folo; *moni	PPN; PPN
5	190	choke	*ku kumi	PPN; strangle
5	210	cook	*taʔo; *neki; *tafu; *lala	PPN; 'Cook on open fire' *tunu.; PPN; 'Cook on open fire' *tunu.; PPN; 'Cook on open fire' *tunu.; PPN; 'Cook on open fire' *tunu.
5	220	boil (vb)	*lili	PPN
5	230	roast, fry	*tunu; *taʔo; *taqo; *faku; *paka	PPN; PPN; PPN; PPN; PPN
5	240	bake	*taʔo	PPN
5	250	oven	*ʔumu; *qumu; *haaŋii	PPN; PPN; PPN
5	260	pot, cooking vessel	*kulo; *kuzo; *kuLo	PPN; PPN; PPN
5	330	bowl	*taanoʔa; *taanoqa; *kumete	PPN; PCP *tākona'wooden kava b'.; PPN; PCP *tākona'wooden kava b'.; PPN; PCP *tākona'wooden kava b'.
5	340	pitcher, jug	*ipu	PPN
5	350	cup, drinking vessel	*ipu	PPN; 'Cup-like' *kapu.
5	370	spoon	*ao; *sisi; *selu	PPN; PCP *ao'scoop'. PPN *sisi; *koko 'scoop'; *qasu; *asu 'ladle out'; PPN; PCP *ao'scoop'. PPN *sisi; *koko 'scoop'; *qasu; *asu 'ladle out'; PPN; PCP *ao'scoop'. PPN *sisi; *koko 'scoop'; *qasu; *asu 'ladle out'
5	380	knife (2)	*sele	PPN
5	430	lunch	*qoso; *ʔoo	PPN; 'Provisions for journey'.; PPN; 'Provisions for journey'.
5	460	peel	*fule; *foke; *fohi; *hisi; *sisi; *tasi	PPN; *PNP *koolepe.; PPN; *PNP *koolepe.; PPN; *PNP *koolepe.; PPN; *PNP *koolepe.; PPN; *PNP *koolepe.; PPN; *PNP *koolepe.
5	470	sieve, strain	*tupuqa	PPN
5	480	scrape	*laku; *laku; *tasi; *waru; *salu; *falu; *maqa; *fazo; *kili; *sakalo; *saqalo; *saʔalo; *seru	PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.; PPN; PNP *tuai. PCP *solo'grate, rub hard'; *waku's. with hand'. PPN *holo'grate, grind'; *solo'rub'; *waku 'scrape, scratch w hand'.
5	490	stir, mix	*firo; *nane; *natu; *nawa; *sola-sola; *kanoni; *seu	PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.; PPN; PNP *lapu; *poke.
5	540	knead	*lapu; *nane; *natu; *oqi; *oʔi	PPN; PPN; PPN; PPN; PPN
5	560	crush, grind	*holo; *ŋatu; *roqi; *oqi; *oʔi; *wari; *waLi	PPN; PPN; PPN; PPN; PPN; PPN; PPN
5	610	meat	*kakano; *kiko; *kanofi; *kan-o	PPN; PPN; PPN; PPN
5	710	fruit	*fua; *pua	PPN; PPN
5	712	bunch	*kau; *kofukofu; *kawei	PPN; PPN; PPN
5	791	grease, fat	*sinu; *momona; *mOmona; *ŋako	PPN; PPN; PPN; PPN
5	810	salt	*paatai	PPN; 'Salt water' PPN *miti.
5	900	beverage, drink	*nu	PPN
5	940	fermented drink	*maa; *mara; *masi; *m-asi; *m-ahi	PPN; PPN; PPN; PPN; PPN
6	110	put on (clothes)	*tala; *kofu; *kafu; *sume; *hume	PPN; PPN; PPN; PPN; PPN
6	120	clothing, clothes	*kafu; *kofu	PPN; PEP *puʔa. 'Loincloth' *malo.; PPN; PEP *puʔa. 'Loincloth' *malo.
6	310	spin	*taka	PPN
6	330	weave	*faʔu; *fatu; *la-laŋa; *tia	PPN; PPN; PPN; PPN
6	350	sew	*tia; *tui	PPN; PPN
6	360	needle	*sika; *hau; *sau; *kuti	PPN; First ex. is 'net needle'. 'Thorn' sui.; PPN; First ex. is 'net needle'. 'Thorn' sui.; PPN; First ex. is 'net needle'. 'Thorn' sui.; PPN; First ex. is 'net needle'. 'Thorn' sui.
6	380	thread	*ʔatu; *afo; *kafa; *kaalawa; *makawe	PPN; PNP *makawe. Verbal form *tui.; PPN; PNP *makawe. Verbal form *tui.; PPN; PNP *makawe. Verbal form *tui.; PPN; PNP *makawe. Verbal form *tui.; PPN; PNP *makawe. Verbal form *tui.
6	570	belt, girdle	*taatua; *kiekie	PPN; PPN
6	710	ornament, adornment	*laakei; *niko	PPN; PPN
6	730	ring (for finger)	*mama	PPN
6	740	bracelet	*mama	PPN
6	750	necklace	*kasoa; *lei; *Lei	PPN; PPN; PPN
6	770	earring	*sau	PPN
6	780	headband, headdress	*lemo; *pale; *puulou; *lave	PPN; PPN; PPN; PPN
6	790	tattoo	*tatau; *tau	PPN; PPN
6	910	comb	*selu	PPN
6	921	braid	*firi; *filo; *tali	PPN; PPN; PPN
6	960	mirror	*qata; *ʔata; *fakaata	PPN; PPN; PPN
7	110	dwell, live	*toka; *nofo; *noho	PPN; PPN; PPN
7	120	house	*fale	PPN; PEP *kali(f, s)i 'foundation wall of house'
7	130	hut	*ruru; *LuLu	PPN; PCP *pa(')aruru'shelter from wind'; PPN; PCP *pa(')aruru'shelter from wind'
7	180	meeting house	*malaqe; *malaʔe	PPN; PPN
7	210	room	*kano; *loki	PPN; First ex. means 'inner part'.; PPN; First ex. means 'inner part'.
7	270	wall	*ʔaa; *qaa; *pakitara	PPN; PCP *kaba(of house). PPN *qapa-qapa '(house)w'; PPN; PCP *kaba(of house). PPN *qapa-qapa '(house)w'; PPN; PCP *kaba(of house). PPN *qapa-qapa '(house)w'
7	310	fireplace	*lafu; *'afu	PPN; PPN
7	421	pillow	*ʔuluŋa; *ʔoluŋa; *kali	PPN; PPN; PPN
7	450	lamp, torch	*rama; *sulu	PPN; PPN
7	470	shelf	*fata	PPN
7	510	roof	*ato	PPN
7	520	thatch	*ʔato; *qato; *inaki; *rau	PPN; PCP *kapa'pieces of t., length of t.for wall'. PPN *kapa [covering???]; PPN; PCP *kapa'pieces of t., length of t.for wall'. PPN *kapa [covering???]; PPN; PCP *kapa'pieces of t., length of t.for wall'. PPN *kapa [covering???]; PPN; PCP *kapa'pieces of t., length of t.for wall'. PPN *kapa [covering???]
7	530	ridgepole	*fufu; *taʔufufu; *tqfufu; *tʔfufu	PPN; PPN; PPN; PPN
7	540	rafter	*kaso; *fatuŋa; *hoka	PPN; PPN; PPN
7	550	beam	*fatuŋa	PPN; PCP *qutupot(ou); *'utupot(ou)'. PPN *qutupoto
7	560	post, pole	*pou; *tia; *tia; *tia; *toko; *take	PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.; PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.; PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.; PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.; PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.; PPN; PCP *dia-'handle, shaft'. PPN *lohu 'fruit-plucking pole'.
7	570	board	*papa	PPN
7	580	arch	*aze; *ale	PPN; PPN
8	130	garden	*were; *maqala; *maʔala	PPN; PPN; PPN
8	150	cultivate, till	*suo; *mafi	PPN; PPN
8	160	fence	*paa; *pa; *ʔaa; *kolo; *taŋa; *qaa	PPN; PPN; PPN; PPN; PPN; PPN
8	170	ditch	*salia; *haalia; *lua	PPN; PPN; PPN
8	210	plow	*salu	PPN
8	220	dig	*kli; *keli; *kaLi; *kenu; *kazi; *ketu	PPN; PPN *koho; *koso; *koo 'dig, digging stick'.; PPN; PPN *koho; *koso; *koo 'dig, digging stick'.; PPN; PPN *koho; *koso; *koo 'dig, digging stick'.; PPN; PPN *koho; *koso; *koo 'dig, digging stick'.; PPN; PPN *koho; *koso; *koo 'dig, digging stick'.; PPN; PPN *koho; *koso; *koo 'dig, digging stick'.
8	250	hoe	*suo	PPN
8	260	fork	*saŋa; *fana; *mana; *kausaŋa; *maŋamaŋa	PPN; PPN; PPN; PPN; PPN
8	311	seed	*kano; *fuero; *pulapula; *pula	PPN; 'Core, kernel' *qalito; *uso; *patu.; PPN; 'Core, kernel' *qalito; *uso; *patu.; PPN; 'Core, kernel' *qalito; *uso; *patu.; PPN; 'Core, kernel' *qalito; *uso; *patu.
8	410	crop, harvest	*utu; *fuat-a	PPN; PPN
8	510	grass	*mhuku; *mahuku; *suku	PPN; PCP *mo(')a. PPN mo(q)a; PPN; PCP *mo(')a. PPN mo(q)a; PPN; PCP *mo(')a. PPN mo(q)a
8	531	plant (vb)	*tanu; *tanu; *tano; *tou; *feki	PPN; PPN; PPN; PPN; PPN
8	540	root	*aka	PPN; PNP *paki-aka. 'Taproot' *mole.
8	550	branch	*maŋa; *raʔa-raʔa; *peka; *laʔa	PPN; PPN *faqa 'stalk'. PEP *peka. 'Small branch' *laqa.; PPN; PPN *faqa 'stalk'. PEP *peka. 'Small branch' *laqa.; PPN; PPN *faqa 'stalk'. PEP *peka. 'Small branch' *laqa.; PPN; PPN *faqa 'stalk'. PEP *peka. 'Small branch' *laqa.
8	560	leaf	*lau; *pele	PPN; PPN *sulu(i) 'dried l.' 'Coconut leaf' *tapakau; *niikau; 'plaited coconut leaf' *pola .; PPN; PPN *sulu(i) 'dried l.' 'Coconut leaf' *tapakau; *niikau; 'plaited coconut leaf' *pola .
8	570	flower	*pua; *fiti; *see; *tiale; *funa	PPN; 'Hibiscus' *fau.; PPN; 'Hibiscus' *fau.; PPN; 'Hibiscus' *fau.; PPN; 'Hibiscus' *fau.; PPN; 'Hibiscus' *fau.
8	600	tree	*kau	PPN
8	670	vine	*fue; *aka	PPN; PPN
8	730	tree trunk	*puʔu; *puu; *fuʔu; *tumu; *take; *tafito; *kau	PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.; PPN; 'Stalk' is *faʔa; *faqa. 'Origin, beginning, cause, basis, trunk' PPN *tumu; *tafito; *take; *pu(q)u.
8	750	bark	*tapa; *ao; *koo	PPN; 'Barkcloth' PPN *tapa; siapo.; PPN; 'Barkcloth' PPN *tapa; siapo.; PPN; 'Barkcloth' PPN *tapa; siapo.
8	760	sap	*pulu	PPN; PNP *pia-pia, *pia. 'Coconut oil/ sap' *lolo.
8	810	palm tree	*piu	PPN
8	820	coconut	*niu; *erehi	PPN; PPN *qota. 'Coconut shell container' is *pu(')u-pu(')u. Coconut flesh *penu. 'Sprouting c.' *quto; *ʔuto.; PPN; PPN *qota. 'Coconut shell container' is *pu(')u-pu(')u. Coconut flesh *penu. 'Sprouting c.' *quto; *ʔuto.
8	830	citrus fruit	*moli	PPN
8	840	banana tree	*futi	PPN; Means 'banana'. Also *pata; *meika.
8	850	banyan	*qaoa	PPN
8	910	sweet potato	*kumala; *kumala; *kao; *moi; *moI; *hamo	PPN; PPN; PPN; PPN; PPN; PPN
8	912	yam	*ʔufi; *qufi	PPN; PCP *puke-'mound of sweet potato, manioc'.; PPN; PCP *puke-'mound of sweet potato, manioc'.
8	940	bamboo	*kofe	PPN
