	Id	English	Part	hieroglyphics	transcription	
1266	9-340	spread out	verb	𓊪𓈙𓏴𓏛𓆃	pš	
1267	9-341	hang up	verb	𓋴𓐍𓂧𓐍𓂧𓀡	sḫdḫd	
1268	9-342	press	verb	𓋴𓎿𓄓𓏤𓅪	sḥs	
1269	9-343	squeeze|wring	verb	𓎼𓄿𓍯𓄿	gꜣw	
1270	9-350	pour	verb	𓍿𓏏𓆑𓈖𓀜	ṯtf	
1271	9-360	wash	verb	𓇋𓂝𓈖𓈘𓈇𓀜	jꜥj	
1272	9-370	sweep	verb	𓊃𓐍𓂋𓌕𓀜	sḫr	
1273	9-380	broom	noun			
1274	9-422	tool	noun	𓈎𓄿𓃭𓏤𓈖𓄿𓆱	qrn	
1275	9-430	carpenter	noun	𓍍𓅱𓅱𓀀	ḥmww	
1276	9-440	build	verb	𓐍𓂝𓅱𓋴𓀜	ḫwsj	
1277	9-460	bore	verb			
1278	9-461	hollow out	verb	𓅖𓆷𓄿𓂧𓏭𓂷𓂡	mšd	
1279	9-480	saw	noun	𓏏𓆑𓌫	tf	
1280	9-490	hammer	noun			
1281	9-500	nail	noun			
1282	9-560	glue	noun			
1283	9-600	smith|blacksmith	noun	𓈎𓎛𓈎𓎛𓅱𓂤𓏥	qḥqḥw	
1284	9-610	forge	noun	𓋴𓐍𓏏𓏴𓂡	sḫt	
1285	9-620	anvil	noun			
1286	9-630	cast (metals)	verb	𓎘𓎛𓊮	wḏḥ	
1287	9-640	gold	noun	𓂓𓏤𓍿𓐝𓏏𓈒𓏪	kṯmt	
1288	9-650	silver	noun	𓂋𓏥N33AV	r ḫmt	
1289	9-660	copper|bronze	noun	𓍖𓈔𓈓	ḥsmn	
1290	9-670	iron	noun	𓃀𓇋𓈅𓄑𓊌𓈓	bjꜣ	
1291	9-680	lead	noun	𓂧𓎛𓏏𓏭𓈓	dḥty	
1292	9-690	tin|tinplate	noun	𓂧𓎛𓏏𓈒𓏪	dḥt	
1293	9-710	potter	noun	𓊅	qd	
1294	9-720	mold (clay)	verb			
1295	9-730	clay	noun	𓄲𓈖𓈒𓏥	dbn	
1296	9-740	glass	noun	𓃀𓆓𓈒𓅱	bḏ	
1297	9-750	weave|plait	verb	𓈖𓂧𓃀𓂷𓂡	ndb	
1298	9-760	basket	noun	𓊵𓏏𓊪𓏲𓆱	ḥtp	
1299	9-770	mat	noun	𓐖𓈖𓐡	qn	
1300	9-771	rug	noun			
1301	9-780	netbag	noun			
1302	9-790	fan	noun	𓋴𓏭𓂋𓏤𓊪𓏲𓍘𓇋𓆸𓄛𓏤	srpt	
1303	9-791	fan	verb	𓐍𓐍𓏴𓂡	ḫḫ	
1304	9-810	carve	verb	𓆱𓐍𓏏𓌫𓂡	ḫtj	
1305	9-820	sculptor	noun	𓋴𓋹𓈖𓐍𓀀	sꜥnḫ	
1306	9-830	statue	noun	𓋴𓅁𓏲𓏭𓏛	smꜣ	
1307	9-840	chisel	noun	𓏠𓈖𓐍𓍊	mnḫ	
1308	9-880	paint	noun	𓂋𓂋𓏤𓈒𓏥	ryt	
1309	9-890	paint	verb	𓂋𓂋𓏤𓈒𓏥	ryt	
