show	active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		active participleاِسْم الْفَاعِل		مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ	مُعَرِّض‎	muʕarriḍ
show	passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		passive participleاِسْم الْمَفْعُول		مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ	مُعَرَّض‎	muʕarraḍ
show	active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم		active voiceالْفِعْل الْمَعْلُوم			
show					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
show					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
show	past (perfect) indicativeالْمَاضِي		m		عَرَّضْتُ‎	ʕarraḍtu	عَرَّضْتَ‎	ʕarraḍta	عَرَّضَ	ʕarraḍa			عَرَّضْتُمَا‎	ʕarraḍtumā	عَرَّضَا‎	ʕarraḍā			عَرَّضْنَا‎	ʕarraḍnā	عَرَّضْتُمْ‎	ʕarraḍtum	عَرَّضُوا‎	ʕarraḍū		
show	past (perfect) indicativeالْمَاضِي		f		عَرَّضْتُ‎	ʕarraḍtu	عَرَّضْتِ‎	ʕarraḍti	عَرَّضَتْ‎	ʕarraḍat			عَرَّضْتُمَا‎	ʕarraḍtumā	عَرَّضَتَا‎	ʕarraḍatā			عَرَّضْنَا‎	ʕarraḍnā	عَرَّضْتُنَّ‎	ʕarraḍtunna	عَرَّضْنَ‎	ʕarraḍna		
show	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُعَرِّضُ‎	ʔuʕarriḍu	تُعَرِّضُ‎	tuʕarriḍu	يُعَرِّضُ‎	yuʕarriḍu			تُعَرِّضَانِ‎	tuʕarriḍāni	يُعَرِّضَانِ‎	yuʕarriḍāni			نُعَرِّضُ‎	nuʕarriḍu	تُعَرِّضُونَ‎	tuʕarriḍūna	يُعَرِّضُونَ‎	yuʕarriḍūna		
show	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُعَرِّضُ‎	ʔuʕarriḍu	تُعَرِّضِينَ‎	tuʕarriḍīna	تُعَرِّضُ‎	tuʕarriḍu			تُعَرِّضَانِ‎	tuʕarriḍāni	تُعَرِّضَانِ‎	tuʕarriḍāni			نُعَرِّضُ‎	nuʕarriḍu	تُعَرِّضْنَ‎	tuʕarriḍna	يُعَرِّضْنَ‎	yuʕarriḍna		
show	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُعَرِّضَ‎	ʔuʕarriḍa	تُعَرِّضَ‎	tuʕarriḍa	يُعَرِّضَ‎	yuʕarriḍa			تُعَرِّضَا‎	tuʕarriḍā	يُعَرِّضَا‎	yuʕarriḍā			نُعَرِّضَ‎	nuʕarriḍa	تُعَرِّضُوا‎	tuʕarriḍū	يُعَرِّضُوا‎	yuʕarriḍū		
show	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُعَرِّضَ‎	ʔuʕarriḍa	تُعَرِّضِي‎	tuʕarriḍī	تُعَرِّضَ‎	tuʕarriḍa			تُعَرِّضَا‎	tuʕarriḍā	تُعَرِّضَا‎	tuʕarriḍā			نُعَرِّضَ‎	nuʕarriḍa	تُعَرِّضْنَ‎	tuʕarriḍna	يُعَرِّضْنَ‎	yuʕarriḍna		
show	jussiveالْمُضَارِع الْمَجْزُوم		m		أُعَرِّضْ‎	ʔuʕarriḍ	تُعَرِّضْ‎	tuʕarriḍ	يُعَرِّضْ‎	yuʕarriḍ			تُعَرِّضَا‎	tuʕarriḍā	يُعَرِّضَا‎	yuʕarriḍā			نُعَرِّضْ‎	nuʕarriḍ	تُعَرِّضُوا‎	tuʕarriḍū	يُعَرِّضُوا‎	yuʕarriḍū		
show	jussiveالْمُضَارِع الْمَجْزُوم		f		أُعَرِّضْ‎	ʔuʕarriḍ	تُعَرِّضِي‎	tuʕarriḍī	تُعَرِّضْ‎	tuʕarriḍ			تُعَرِّضَا‎	tuʕarriḍā	تُعَرِّضَا‎	tuʕarriḍā			نُعَرِّضْ‎	nuʕarriḍ	تُعَرِّضْنَ‎	tuʕarriḍna	يُعَرِّضْنَ‎	yuʕarriḍna		
show	imperativeالْأَمْر		m				عَرِّضْ	ʕarriḍ					عَرِّضَا‎	ʕarriḍā							عَرِّضُوا‎	ʕarriḍū				
show	imperativeالْأَمْر		f				عَرِّضِي‎	ʕarriḍī					عَرِّضَا‎	ʕarriḍā							عَرِّضْنَ‎	ʕarriḍna				
show	passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول		passive voiceالْفِعْل الْمَجْهُول			
show					singularالْمُفْرَد		singularالْمُفْرَد		singularالْمُفْرَد				dualالْمُثَنَّى		dualالْمُثَنَّى				pluralالْجَمْع		pluralالْجَمْع		pluralالْجَمْع			
show					1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب				2nd personالْمُخَاطَب		3rd personالْغَائِب				1st personالْمُتَكَلِّم		2nd personالْمُخَاطَب		3rd personالْغَائِب			
show	past (perfect) indicativeالْمَاضِي		m		عُرِّضْتُ‎	ʕurriḍtu	عُرِّضْتَ‎	ʕurriḍta	عُرِّضَ	ʕurriḍa			عُرِّضْتُمَا‎	ʕurriḍtumā	عُرِّضَا‎	ʕurriḍā			عُرِّضْنَا‎	ʕurriḍnā	عُرِّضْتُمْ‎	ʕurriḍtum	عُرِّضُوا‎	ʕurriḍū		
show	past (perfect) indicativeالْمَاضِي		f		عُرِّضْتُ‎	ʕurriḍtu	عُرِّضْتِ‎	ʕurriḍti	عُرِّضَتْ‎	ʕurriḍat			عُرِّضْتُمَا‎	ʕurriḍtumā	عُرِّضَتَا‎	ʕurriḍatā			عُرِّضْنَا‎	ʕurriḍnā	عُرِّضْتُنَّ‎	ʕurriḍtunna	عُرِّضْنَ‎	ʕurriḍna		
show	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		m		أُعَرَّضُ‎	ʔuʕarraḍu	تُعَرَّضُ‎	tuʕarraḍu	يُعَرَّضُ‎	yuʕarraḍu			تُعَرَّضَانِ‎	tuʕarraḍāni	يُعَرَّضَانِ‎	yuʕarraḍāni			نُعَرَّضُ‎	nuʕarraḍu	تُعَرَّضُونَ‎	tuʕarraḍūna	يُعَرَّضُونَ‎	yuʕarraḍūna		
show	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع		f		أُعَرَّضُ‎	ʔuʕarraḍu	تُعَرَّضِينَ‎	tuʕarraḍīna	تُعَرَّضُ‎	tuʕarraḍu			تُعَرَّضَانِ‎	tuʕarraḍāni	تُعَرَّضَانِ‎	tuʕarraḍāni			نُعَرَّضُ‎	nuʕarraḍu	تُعَرَّضْنَ‎	tuʕarraḍna	يُعَرَّضْنَ‎	yuʕarraḍna		
show	subjunctiveالْمُضَارِع الْمَنْصُوب		m		أُعَرَّضَ‎	ʔuʕarraḍa	تُعَرَّضَ‎	tuʕarraḍa	يُعَرَّضَ‎	yuʕarraḍa			تُعَرَّضَا‎	tuʕarraḍā	يُعَرَّضَا‎	yuʕarraḍā			نُعَرَّضَ‎	nuʕarraḍa	تُعَرَّضُوا‎	tuʕarraḍū	يُعَرَّضُوا‎	yuʕarraḍū		
show	subjunctiveالْمُضَارِع الْمَنْصُوب		f		أُعَرَّضَ‎	ʔuʕarraḍa	تُعَرَّضِي‎	tuʕarraḍī	تُعَرَّضَ‎	tuʕarraḍa			تُعَرَّضَا‎	tuʕarraḍā	تُعَرَّضَا‎	tuʕarraḍā			نُعَرَّضَ‎	nuʕarraḍa	تُعَرَّضْنَ‎	tuʕarraḍna	يُعَرَّضْنَ‎	yuʕarraḍna		
show	jussiveالْمُضَارِع الْمَجْزُوم		m		أُعَرَّضْ‎	ʔuʕarraḍ	تُعَرَّضْ‎	tuʕarraḍ	يُعَرَّضْ‎	yuʕarraḍ			تُعَرَّضَا‎	tuʕarraḍā	يُعَرَّضَا‎	yuʕarraḍā			نُعَرَّضْ‎	nuʕarraḍ	تُعَرَّضُوا‎	tuʕarraḍū	يُعَرَّضُوا‎	yuʕarraḍū		
show	jussiveالْمُضَارِع الْمَجْزُوم		f		أُعَرَّضْ‎	ʔuʕarraḍ	تُعَرَّضِي‎	tuʕarraḍī	تُعَرَّضْ‎	tuʕarraḍ			تُعَرَّضَا‎	tuʕarraḍā	تُعَرَّضَا‎	tuʕarraḍā			نُعَرَّضْ‎	nuʕarraḍ	تُعَرَّضْنَ‎	tuʕarraḍna	يُعَرَّضْنَ‎	yuʕarraḍna		
startle	verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ	مُفَاجَأَة‎ or فِجَاء‎ or 	mufājaʔa	fijāʔ
startle	active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ		مُفَاجِئ‎	mufājiʔ	
startle	passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ		مُفَاجَأ‎	mufājaʔ	
startle	active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم					
startle							singularالْمُفْرَد			singularالْمُفْرَد			singularالْمُفْرَد						dualالْمُثَنَّى			dualالْمُثَنَّى						pluralالْجَمْع			pluralالْجَمْع			pluralالْجَمْع					
startle							1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب						2nd personالْمُخَاطَب			3rd personالْغَائِب						1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب					
startle	past (perfect) indicativeالْمَاضِي			m			فَاجَأْتُ‎	fājaʔtu		فَاجَأْتَ‎	fājaʔta		فَاجَأَ	fājaʔa					فَاجَأْتُمَا‎	fājaʔtumā		فَاجَآ‎	fājaʔā					فَاجَأْنَا‎	fājaʔnā		فَاجَأْتُمْ‎	fājaʔtum		فَاجَأُوا‎ or فَاجَؤُوا‎	fājaʔū				
startle	past (perfect) indicativeالْمَاضِي			f			فَاجَأْتُ‎	fājaʔtu		فَاجَأْتِ‎	fājaʔti		فَاجَأَتْ‎	fājaʔat					فَاجَأْتُمَا‎	fājaʔtumā		فَاجَأَتَا‎	fājaʔatā					فَاجَأْنَا‎	fājaʔnā		فَاجَأْتُنَّ‎	fājaʔtunna		فَاجَأْنَ‎	fājaʔna				
startle	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			m			أُفَاجِئُ‎	ʔufājiʔu		تُفَاجِئُ‎	tufājiʔu		يُفَاجِئُ‎	yufājiʔu					تُفَاجِئَانِ‎	tufājiʔāni		يُفَاجِئَانِ‎	yufājiʔāni					نُفَاجِئُ‎	nufājiʔu		تُفَاجِئُونَ‎	tufājiʔūna		يُفَاجِئُونَ‎	yufājiʔūna				
startle	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			f			أُفَاجِئُ‎	ʔufājiʔu		تُفَاجِئِينَ‎	tufājiʔīna		تُفَاجِئُ‎	tufājiʔu					تُفَاجِئَانِ‎	tufājiʔāni		تُفَاجِئَانِ‎	tufājiʔāni					نُفَاجِئُ‎	nufājiʔu		تُفَاجِئْنَ‎	tufājiʔna		يُفَاجِئْنَ‎	yufājiʔna				
startle	subjunctiveالْمُضَارِع الْمَنْصُوب			m			أُفَاجِئَ‎	ʔufājiʔa		تُفَاجِئَ‎	tufājiʔa		يُفَاجِئَ‎	yufājiʔa					تُفَاجِئَا‎	tufājiʔā		يُفَاجِئَا‎	yufājiʔā					نُفَاجِئَ‎	nufājiʔa		تُفَاجِئُوا‎	tufājiʔū		يُفَاجِئُوا‎	yufājiʔū				
startle	subjunctiveالْمُضَارِع الْمَنْصُوب			f			أُفَاجِئَ‎	ʔufājiʔa		تُفَاجِئِي‎	tufājiʔī		تُفَاجِئَ‎	tufājiʔa					تُفَاجِئَا‎	tufājiʔā		تُفَاجِئَا‎	tufājiʔā					نُفَاجِئَ‎	nufājiʔa		تُفَاجِئْنَ‎	tufājiʔna		يُفَاجِئْنَ‎	yufājiʔna				
startle	jussiveالْمُضَارِع الْمَجْزُوم			m			أُفَاجِئْ‎	ʔufājiʔ		تُفَاجِئْ‎	tufājiʔ		يُفَاجِئْ‎	yufājiʔ					تُفَاجِئَا‎	tufājiʔā		يُفَاجِئَا‎	yufājiʔā					نُفَاجِئْ‎	nufājiʔ		تُفَاجِئُوا‎	tufājiʔū		يُفَاجِئُوا‎	yufājiʔū				
startle	jussiveالْمُضَارِع الْمَجْزُوم			f			أُفَاجِئْ‎	ʔufājiʔ		تُفَاجِئِي‎	tufājiʔī		تُفَاجِئْ‎	tufājiʔ					تُفَاجِئَا‎	tufājiʔā		تُفَاجِئَا‎	tufājiʔā					نُفَاجِئْ‎	nufājiʔ		تُفَاجِئْنَ‎	tufājiʔna		يُفَاجِئْنَ‎	yufājiʔna				
startle	imperativeالْأَمْر			m						فَاجِئْ‎	fājiʔ								فَاجِئَا‎	fājiʔā											فَاجِئُوا‎	fājiʔū							
startle	imperativeالْأَمْر			f						فَاجِئِي‎	fājiʔī								فَاجِئَا‎	fājiʔā											فَاجِئْنَ‎	fājiʔna							
startle	passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول					
startle							singularالْمُفْرَد			singularالْمُفْرَد			singularالْمُفْرَد						dualالْمُثَنَّى			dualالْمُثَنَّى						pluralالْجَمْع			pluralالْجَمْع			pluralالْجَمْع					
startle							1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب						2nd personالْمُخَاطَب			3rd personالْغَائِب						1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب					
startle	past (perfect) indicativeالْمَاضِي			m			فُوجِئْتُ‎	fūjiʔtu		فُوجِئْتَ‎	fūjiʔta		فُوجِئَ‎	fūjiʔa					فُوجِئْتُمَا‎	fūjiʔtumā		فُوجِئَا‎	fūjiʔā					فُوجِئْنَا‎	fūjiʔnā		فُوجِئْتُمْ‎	fūjiʔtum		فُوجِئُوا‎	fūjiʔū				
startle	past (perfect) indicativeالْمَاضِي			f			فُوجِئْتُ‎	fūjiʔtu		فُوجِئْتِ‎	fūjiʔti		فُوجِئَتْ‎	fūjiʔat					فُوجِئْتُمَا‎	fūjiʔtumā		فُوجِئَتَا‎	fūjiʔatā					فُوجِئْنَا‎	fūjiʔnā		فُوجِئْتُنَّ‎	fūjiʔtunna		فُوجِئْنَ‎	fūjiʔna				
startle	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			m			أُفَاجَأُ‎	ʔufājaʔu		تُفَاجَأُ‎	tufājaʔu		يُفَاجَأُ‎	yufājaʔu					تُفَاجَآنِ‎	tufājaʔāni		يُفَاجَآنِ‎	yufājaʔāni					نُفَاجَأُ‎	nufājaʔu		تُفَاجَأُونَ‎ or تُفَاجَؤُونَ‎	tufājaʔūna		يُفَاجَأُونَ‎ or يُفَاجَؤُونَ‎	yufājaʔūna				
startle	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			f			أُفَاجَأُ‎	ʔufājaʔu		تُفَاجَئِينَ‎	tufājaʔīna		تُفَاجَأُ‎	tufājaʔu					تُفَاجَآنِ‎	tufājaʔāni		تُفَاجَآنِ‎	tufājaʔāni					نُفَاجَأُ‎	nufājaʔu		تُفَاجَأْنَ‎	tufājaʔna		يُفَاجَأْنَ‎	yufājaʔna				
startle	subjunctiveالْمُضَارِع الْمَنْصُوب			m			أُفَاجَأَ‎	ʔufājaʔa		تُفَاجَأَ‎	tufājaʔa		يُفَاجَأَ‎	yufājaʔa					تُفَاجَآ‎	tufājaʔā		يُفَاجَآ‎	yufājaʔā					نُفَاجَأَ‎	nufājaʔa		تُفَاجَأُوا‎ or تُفَاجَؤُوا‎	tufājaʔū		يُفَاجَأُوا‎ or يُفَاجَؤُوا‎	yufājaʔū				
startle	subjunctiveالْمُضَارِع الْمَنْصُوب			f			أُفَاجَأَ‎	ʔufājaʔa		تُفَاجَئِي‎	tufājaʔī		تُفَاجَأَ‎	tufājaʔa					تُفَاجَآ‎	tufājaʔā		تُفَاجَآ‎	tufājaʔā					نُفَاجَأَ‎	nufājaʔa		تُفَاجَأْنَ‎	tufājaʔna		يُفَاجَأْنَ‎	yufājaʔna				
startle	jussiveالْمُضَارِع الْمَجْزُوم			m			أُفَاجَأْ‎	ʔufājaʔ		تُفَاجَأْ‎	tufājaʔ		يُفَاجَأْ‎	yufājaʔ					تُفَاجَآ‎	tufājaʔā		يُفَاجَآ‎	yufājaʔā					نُفَاجَأْ‎	nufājaʔ		تُفَاجَأُوا‎ or تُفَاجَؤُوا‎	tufājaʔū		يُفَاجَأُوا‎ or يُفَاجَؤُوا‎	yufājaʔū				
startle	jussiveالْمُضَارِع الْمَجْزُوم			f			أُفَاجَأْ‎	ʔufājaʔ		تُفَاجَئِي‎	tufājaʔī		تُفَاجَأْ‎	tufājaʔ					تُفَاجَآ‎	tufājaʔā		تُفَاجَآ‎	tufājaʔā					نُفَاجَأْ‎	nufājaʔ		تُفَاجَأْنَ‎	tufājaʔna		يُفَاجَأْنَ‎	yufājaʔna				
swim	verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			verbal nounsالْمَصَادِر			سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa	سَبْح or سِبَاحَة‎ or 	sabḥ	sibāḥa
swim	active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			active participleاِسْم الْفَاعِل			سَابِح‎	sābiḥ		سَابِح‎	sābiḥ		سَابِح‎	sābiḥ		سَابِح‎	sābiḥ		سَابِح‎	sābiḥ		سَابِح‎	sābiḥ		سَابِح‎	sābiḥ	
swim	passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			passive participleاِسْم الْمَفْعُول			مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ		مَسْبُوح‎	masbūḥ	
swim	active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم			active voiceالْفِعْل الْمَعْلُوم					
swim							singularالْمُفْرَد			singularالْمُفْرَد			singularالْمُفْرَد						dualالْمُثَنَّى			dualالْمُثَنَّى						pluralالْجَمْع			pluralالْجَمْع			pluralالْجَمْع					
swim							1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب						2nd personالْمُخَاطَب			3rd personالْغَائِب						1st personالْمُتَكَلِّم			2nd personالْمُخَاطَب			3rd personالْغَائِب					
swim	past (perfect) indicativeالْمَاضِي			m			سَبَحْتُ‎	sabaḥtu		سَبَحْتَ‎	sabaḥta		سَبَحَ	sabaḥa					سَبَحْتُمَا‎	sabaḥtumā		سَبَحَا‎	sabaḥā					سَبَحْنَا‎	sabaḥnā		سَبَحْتُمْ‎	sabaḥtum		سَبَحُوا‎	sabaḥū				
swim	past (perfect) indicativeالْمَاضِي			f			سَبَحْتُ‎	sabaḥtu		سَبَحْتِ‎	sabaḥti		سَبَحَتْ‎	sabaḥat					سَبَحْتُمَا‎	sabaḥtumā		سَبَحَتَا‎	sabaḥatā					سَبَحْنَا‎	sabaḥnā		سَبَحْتُنَّ‎	sabaḥtunna		سَبَحْنَ‎	sabaḥna				
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			m			أَسْبَحُ‎	ʔasbaḥu		تَسْبَحُ‎	tasbaḥu		يَسْبَحُ‎	yasbaḥu					تَسْبَحَانِ‎	tasbaḥāni		يَسْبَحَانِ‎	yasbaḥāni					نَسْبَحُ‎	nasbaḥu		تَسْبَحُونَ‎	tasbaḥūna		يَسْبَحُونَ‎	yasbaḥūna				
swim	non-past (imperfect) indicativeالْمُضَارِع الْمَرْفُوع			f			أَسْبَحُ‎	ʔasbaḥu		تَسْبَحِينَ‎	tasbaḥīna		تَسْبَحُ‎	tasbaḥu					تَسْبَحَانِ‎	tasbaḥāni		تَسْبَحَانِ‎	tasbaḥāni					نَسْبَحُ‎	nasbaḥu		تَسْبَحْنَ‎	tasbaḥna		يَسْبَحْنَ‎	yasbaḥna				
swim	subjunctiveالْمُضَارِع الْمَنْصُوب			m			أَسْبَحَ‎	ʔasbaḥa		تَسْبَحَ‎	tasbaḥa		يَسْبَحَ‎	yasbaḥa					تَسْبَحَا‎	tasbaḥā		يَسْبَحَا‎	yasbaḥā					نَسْبَحَ‎	nasbaḥa		تَسْبَحُوا‎	tasbaḥū		يَسْبَحُوا‎	yasbaḥū				
swim	subjunctiveالْمُضَارِع الْمَنْصُوب			f			أَسْبَحَ‎	ʔasbaḥa		تَسْبَحِي‎	tasbaḥī		تَسْبَحَ‎	tasbaḥa					تَسْبَحَا‎	tasbaḥā		تَسْبَحَا‎	tasbaḥā					نَسْبَحَ‎	nasbaḥa		تَسْبَحْنَ‎	tasbaḥna		يَسْبَحْنَ‎	yasbaḥna				
swim	jussiveالْمُضَارِع الْمَجْزُوم			m			أَسْبَحْ‎	ʔasbaḥ		تَسْبَحْ‎	tasbaḥ		يَسْبَحْ‎	yasbaḥ					تَسْبَحَا‎	tasbaḥā		يَسْبَحَا‎	yasbaḥā					نَسْبَحْ‎	nasbaḥ		تَسْبَحُوا‎	tasbaḥū		يَسْبَحُوا‎	yasbaḥū				
swim	jussiveالْمُضَارِع الْمَجْزُوم			f			أَسْبَحْ‎	ʔasbaḥ		تَسْبَحِي‎	tasbaḥī		تَسْبَحْ‎	tasbaḥ					تَسْبَحَا‎	tasbaḥā		تَسْبَحَا‎	tasbaḥā					نَسْبَحْ‎	nasbaḥ		تَسْبَحْنَ‎	tasbaḥna		يَسْبَحْنَ‎	yasbaḥna				
swim	imperativeالْأَمْر			m						اِسْبَحْ‎	isbaḥ								اِسْبَحَا‎	isbaḥā											اِسْبَحُوا‎	isbaḥū							
swim	imperativeالْأَمْر			f						اِسْبَحِي‎	isbaḥī								اِسْبَحَا‎	isbaḥā											اِسْبَحْنَ‎	isbaḥna							
swim	passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول			passive voiceالْفِعْل الْمَجْهُول					
swim							singularالْمُفْرَد			singularالْمُفْرَد			singularالْمُفْرَد						dualالْمُثَنَّى			dualالْمُثَنَّى						pluralالْجَمْع			pluralالْجَمْع			pluralالْجَمْع					
