chapter_id	entry_id	meaning	Mansi_Phonemic	comment
10	530	pursue	posuŋkwʸe; nʸawluŋkwʸe	
10	550	reach, arrive	yoxtuŋkwʸe	
10	560	approach	watimaŋkwʸe	
10	570	enter	sʸaltuŋkwʸe	
10	610	carry (bear)	totuŋkwʸe; alantaŋkwʸe	
10	612	carry-in-hand	kat kʸiwɨr̃t totɨɣlaŋkwʸe	
10	613	carry-on-shoulder	waŋn tar̃mɨl totɨɣlaŋkwʸe	
10	614	carry-on-head	puŋk tar̃mɨl totɨɣlaŋkwʸe	
10	615	carry-underarm	xanɨlpattat totɨɣlaŋkwʸe	
10	620	bring	totuŋkwʸe	
10	630	send	ketuŋkwʸe; ketɨɣlaluŋkwʸe	
10	640	lead (vb)	wanltaŋkwʸe; totɨɣlaluŋkwʸe	
10	650	drive	posuŋkwʸe	
10	660	ride	mʸinuŋkwʸe; yalaŋkwʸe	
10	670	push, shove	tuyuŋkwʸe; puwtuŋkwʸe	
10	710	road	lʸoŋx	
10	720	path	lʸoŋxyas	
10	740	bridge	unsax	
10	760	wheel	lak	
10	810	ship	nayiŋxap; ulʸaŋ xap	
10	830	boat	xap	
10	831	canoe	xap	
10	840	raft	por̃	
10	850	oar	tup	
10	851	paddle (noun)	sanstup	
10	852	row (vb)	towuŋkwʸe	
10	860	rudder	possum	
10	870	mast	par̃s aŋkwal; nayiŋ xap sayt	
10	880	sail (noun)	par̃s	
10	890	anchor	yakar̃	
10	920	land (vb)	paɣ kwaluŋkwʸe; paɣ puxtɨɣlalɨŋkwʸe	
11	110	have	onʸsʸuŋkwʸe	
11	120	own, possess	onʸsʸuŋkwʸe	
11	130	take	wʸiŋkwʸe; woylaluŋkwʸe	
11	140	seize, grasp	puwumtaŋkwʸe; konsɨɣtantuŋkwʸe	
11	150	hold	onʸsʸuŋkwʸe; puwuŋkwʸe	
11	160	get, obtain	katnpattuŋkwʸe; aluŋkwʸe	
11	170	keep, retain	onʸsʸuŋkwʸe; puwuŋkwʸe	
11	180	thing	ut; por̃mas	
11	210	give	mʸiŋkwʸe; mayɣilaluŋkwʸe	
11	220	give back	yuwlʸe mʸiŋkwʸe; yuwlʸe maylaluŋkwʸe	
11	240	preserve, look after	ur̃ɣalaŋkwʸe	
11	250	save, rescue	lɨlite neɣilttaluŋkwʸe	
11	270	destroy	raw sakwatuŋkwʸe; wonʸsʸalɨɣ war̃uŋkwʸe	
11	280	harm, injure, damage	r̃et war̃uŋkwʸe	
11	310	seek, look for	kʸinsuŋkwʸe	
11	320	find	xontɨɣlaŋkwʸe; xontaŋkwʸe	
11	330	lose	ustalaŋkwʸe; ustaŋkwʸe	
11	340	release, let go	tar̃ataŋkwʸe	
11	430	money	oln	
11	440	coin	manʸoln; ker̃oln	
11	510	rich	sʸoliŋ	
11	520	poor	nusa; kunʸar̃; sottal	
11	530	beggar	nusa	
11	540	avaricious, stingy	sʸakar̃	
11	610	lend	saymʸilaɣ mʸiŋkwʸe; ar̃ntaɣ mʸiŋkwʸe	
11	620	borrow	ar̃ntaɣ wʸiŋkwʸe; saymʸilaɣ woylaŋkwʸe	
11	630	owe	saymʸilaniɣ oluŋkwʸe; ar̃ntaŋiɣ oluŋkwʸe	
11	640	debt	ar̃nta; saymil	
11	650	pay (vb)	oytuŋkwʸe	
11	660	account, reckoning	lowinʸtupsa	
11	770	hire	mʸetalaŋkwʸe	
11	780	wages	mʸeta tɨn	
11	790	earn	oln seluŋkwʸe	
11	810	buy	yowtuŋkwʸe	
11	820	sell	tɨnalaŋkwʸe	
11	830	trade, barter	tɨnalaxtaŋkwʸe	
11	840	merchant	wata xum; tɨnalaxtan xum	
11	850	market (place)	tɨnalaxtan kan	
11	860	store, shop	lapka	
11	870	price	tɨn	
11	880	dear (costly, expensive)	tɨnaŋ	
11	890	cheap	tɨntal	
11	910	share (distribute)	ur̃tuŋkwʸe	
11	920	weigh	weskalaŋkwʸe	
12	10	after	yotɨl; tuwɨl; yuyi; palt	
12	11	behind	yuyil; yuyi-palt	
12	20	beside	poxat	
12	30	down, below	yoln; yolalʸ	
12	40	before	sar̃t; sar̃tnuw; pʸes por̃at	
12	41	front	kol elɨpal	
12	50	inside, in	kʸiwɨr̃t	
12	60	outside	konɨ-palt	
12	70	under	yolɨn	
12	80	up, above	numɨn	
12	110	place	ma; kan	
12	120	put	punuŋkwʸe; tusʸtalaŋkwʸe	
12	130	sit	unluŋkwʸe	
12	140	lie down	xuyuŋkwʸe	
12	150	stand	lʸulʸuŋkwʸe	
12	160	remain, stay	xulʸtuŋkwʸe	
12	170	remains, left overs	xulʸtɨm utɨt	
12	210	collect, gather	atuŋkwʸe; watuŋkwʸe	
12	212	pick up	nox almaŋkwʸe	
12	220	join, unite	akwan oltuŋkwʸe	
12	230	separate	kʸittɨɣ ur̃tuŋkwʸe	
12	232	divide	lakkwa-ur̃tuŋkwʸe	
12	240	open	punsuŋkwʸe	
12	250	shut, close	lap-pantuŋkwʸe; lap-towr̃taŋkwʸe	
12	260	cover	lepuŋkwʸe	
12	270	hide, conceal	tuytuŋkwʸe; tuytɨɣlaŋkwʸe	
12	310	high	kar̃sʸ; lʸulʸiŋ	
12	320	low	talkwa	
12	330	top	numʸi-pal; talʸix	
12	340	bottom	patta	
12	350	end	owɨl; yuwowɨl	
12	352	pointed	pelp; talʸxaŋ	
12	353	edge	talʸix; yer̃; wata	
12	360	side	pal; yer̃; poxa	
12	370	middle, center	kotʸilʸ	
12	410	right (side)	yomas-pal; xonɨ-pal	
12	420	left (side)	wor̃ti-pal	
12	430	near (adv)	lʸapat	
12	440	far (adv)	xosat; eln	
12	450	east	xotal neɣlane pal	
12	460	west	nʸor̃ pal; xotal untne yer̃	
12	470	north	luyma	
12	480	south	mor̃tɨ ma	
12	530	grow	yanɨɣmaŋkwʸe; teluŋkwʸe	
12	540	measure	ar̃talaŋkwʸe; mʸer̃ʸitaŋkwʸe	
12	550	large, big	yanɨɣ	
12	560	small, little	manʸ	
12	570	long	xosa	
12	580	tall	kar̃sʸ; lʸulʸiŋ	
12	590	short	watʸi	
12	610	wide, broad	paxwaŋ; losʸit	
12	620	narrow	osʸsʸa; mar̃um	
12	630	thick (in dimension)	osɨŋ	
12	650	thin (in dimension)	osʸsʸa	
12	670	deep	mʸil	
12	680	shallow	tosam	
12	710	flat	pant	
12	730	straight	soxta	
12	740	crooked	sowi	
12	750	hook	waŋkr̃ʸep	
12	760	corner	sampatta	
12	770	cross	pʸer̃na	
12	780	square	nʸilasampattap	
12	810	round	yeŋta	
12	820	circle	yeŋta lak	
12	830	sphere, ball	yeŋta xur̃ɨɣ	
12	840	line	sʸur̃tmʸil	
12	850	hole	as	
12	920	like, similar	tamlʸe xur̃ipa	
12	930	change	pentuŋkwʸe	
13	0	zero, nothing	wonʸsʸal; nematar̃	
13	10	one	akw; akwa	
13	20	two	kʸit; kʸitɨɣ	
13	30	three	xur̃um	
13	40	four	nʸila	
13	50	five	at	
13	60	six	xot	
13	70	seven	sat	
13	80	eight	nʸololow	
13	90	nine	ontolow	
13	100	ten	low	
13	101	eleven	akwxuyplow	
13	102	twelve	kʸitxuyplow	
13	103	fifteen	atxuyplow	
13	104	twenty	xus	
13	105	hundred	yinɨɣsat	
13	106	thousand	sotɨr̃	
13	107	count	pussɨn lowinʸtaŋkwʸe	
13	140	every, all	kasɨŋ; pussɨn	
13	150	much, many	saw	
13	160	more	sawnuw	
13	170	little (quantity), few	mosʸ; mosʸsʸa	
13	180	enough	towlɨ	
13	181	some	mosʸsʸa; matkʸem; towa	
13	190	multitude, crowd	sawʸit	
13	210	full	taɣlɨŋ	
13	220	empty	tatɨl	
13	230	part, piece	pal; sup; lompt	
13	240	half	pal; sup; lompt	
13	330	alone, only	akw; tup akw; tup	
13	340	first	owɨl; sar̃tne mʸinne	
13	350	last	yuyi-owɨl	
13	360	second	kʸitɨt	
13	370	pair	kʸitɨɣ	
13	380	two times	kʸitpʸis; kʸitsʸos	
13	420	third	xurmʸit	
13	440	three times	xur̃um pʸis	
14	110	time	por̃a	
14	120	age	not; yanɨt	
14	130	new	yilʸpʸi	
14	140	young	manʸlat; manʸ	
14	150	old	matum; pʸes	
14	160	early	alpɨl; sar̃t	
14	170	late	yotɨl	
14	180	now	anʸ; usʸtɨ	
14	190	immediately	akwtɨsʸos; tar̃a molʸax	
14	210	swift, fast, quick	pʸelpɨsʸ; kar̃kam	
14	220	slow	lasʸal	
14	230	hasten, hurry	molʸamlaŋkwʸe	
14	240	retard, delay	r̃osʸluŋkwʸe	
14	250	begin, beginning	owaltaŋkwʸe; owal	
14	252	last, endure	xosa oluŋkwʸe	
14	260	end (temporal)	yuwowɨl	
14	270	finish	astuŋkwʸe; astlaŋkwʸe	
14	280	cease, stop	xot poytaŋkwʸe	
14	290	ready	astum; astlum; sʸapʸitɨm	
14	310	always	akwpʸisɨɣ; kasɨŋ por̃at; akwaɣ	
14	320	often	sawsʸos; watixal	
14	330	sometimes	watixal	
14	331	soon	tɨɣɨl; molʸax	
14	332	long-time (for a)	xosa	
14	340	never	nemxunʸt	
14	350	again	ostɨ	
14	410	day	xotal	
14	420	night	et	
14	430	dawn	ser̃ipos	
14	440	morning	alpɨl	
14	450	noon, midday	xotalyat	
14	451	afternoon	xotalyat yuyipalt por̃a	
14	460	evening	etʸipala	
14	470	today	tɨxotal	
14	480	tomorrow	xolɨtan	
14	481	day-after-tomorrow	matxotal	
14	490	yesterday	molxotal	
14	491	day-before-yesterday	xur̃mʸit xotal	
14	510	hour	sʸas	
14	530	clock, timepiece	sʸas	
14	610	week	sat	
14	620	Sunday	sat puŋk xotal	
14	630	Monday	sat owɨl xotal	
14	640	Tuesday	sat kʸitɨt xotal	
14	650	Wednesday	sat xur̃mʸit xotal	
14	660	Thursday	sat nʸilɨt xotal	
14	670	Friday	sat atɨt xotal	
14	680	Saturday	sat xotɨt xotal	
14	710	month	otpos; yoŋxup	
14	730	year	tal	
14	740	winter	telɨ	
14	750	spring	tuya	
14	760	summer	tuyi	
14	770	autumn	takwsɨ	
15	210	smell (vb intrans)	pasuŋkwʸe	
15	212	sniff	atɨnʸtaŋkwʸe	
15	220	smell (vb trans)	atɨnʸtaŋkwʸe	
15	250	fragrant, good smelling	atɨŋ	
15	260	stinking, bad smelling	sʸuxr̃ʸem; saym	
15	310	taste	ar̃talalɨɣlaŋkwʸe	
15	350	sweet	atɨŋ	
15	360	salty	solwalɨŋ	
15	370	bitter	wosʸr̃am; wosʸr̃amɨŋ	
15	380	acid, sour	wosʸr̃amɨŋ; šumum	
15	390	brackish	solwaliŋnuw	
15	410	hear	xuntlaluŋkwʸe	
15	420	listen	xuntlaŋkwʸe	
15	440	sound, noise	suy	
15	450	loud	suyn	
15	460	quiet, silence	suytal	
15	510	see	sunsuŋkwʸe	
15	520	look, look at	sunsuŋkwʸe	
15	550	show	taktalaŋkwʸe; xultiɣlaŋkwʸe	
15	560	shine	wolʸɣuŋkwʸe; postuŋkwʸe	
15	570	bright	posɨŋ	
15	610	color	pos	
15	620	light (in color)	atɨr̃	
15	630	dark (in color)	semɨlxar̃pa	
15	640	white	woykan; yaŋk	
15	650	black	semil	
15	660	red	kelp; wɨɣir̃	
15	670	blue	etar̃xar̃ʸi	
15	680	green	nʸar̃pumospa	
15	690	yellow	wosʸr̃am; xoyim lupta	
15	710	touch	nowɣalaŋkwʸe; xoyiltaliɣlaŋkwʸe	
15	712	pinch	pasʸr̃aŋkwʸe	
15	720	feel	malasʸlaŋkwʸe	
15	740	hard	sosum; tak	
15	750	soft	kamʸinʸt	
15	770	smooth	sastum	
15	780	sharp	pʸelpa; talʸxaŋ	
15	790	blunt, dull	nʸas; talʸixtal	
15	810	heavy	tar̃wʸitaŋ	
15	820	light (in weight)	kupnʸit	
15	830	wet, damp	wʸitɨŋ	
15	840	dry	tosam	
15	850	hot	r̃ʸeɣiŋ; isum	
15	851	warm	malʸtʸip; r̃eɣɨŋ	
15	860	cold	asʸar̃ma; asʸir̃maŋ	
15	870	clean	sɨstam	
15	880	dirty, soiled	paŋkɨŋ	
15	890	wrinkled	lomar̃ʸiŋ	
16	110	soul, spirit	lɨlɨ	
16	180	good fortune, luck	sot	
16	190	misfortune, bad luck	saw; sawatpʸi	
16	230	joyful, glad, happy	sʸaɣtɨlɨŋ; kasɨŋ	
16	250	laugh	muwinʸtaŋkwʸe	
16	251	smile	kunʸɣuŋkwʸe	
16	260	play	yonɣuŋkwʸe	
16	270	love	er̃upsa; er̃uptaŋkwʸe	Respectively: noun; verb.; Respectively: noun; verb.
16	290	kiss	anʸiɣlaŋkwʸe	
16	300	embrace	sɨnɣataluŋkwʸe	
16	310	pain	awm	
16	320	grief, sorrow, sadness	saw; sawatpʸi	
16	330	anxiety, worry	ur̃ɣalan war̃malʸ	
16	340	regret, be sorry	salitaŋkwʸe	
16	350	pity	salʸ	
16	370	cry, weep	lʸunʸsʸuŋkwʸe	
16	380	tear (noun)	samwit	
16	390	groan	sakuŋkwʸe	
16	410	hate	lawɨl neɣluŋkwʸe	
16	420	anger	kant; law; sam	
16	450	shame (noun)	esɨr̃ma	
16	480	proud	yor̃ɨŋ; yor̃iɣlaɣtan	
16	520	brave	pʸiltal	
16	530	fear, fright	pʸilɨsʸma	
16	540	danger	pʸilɨsʸma	
16	620	desire, want	taŋxuŋkwʸe; kasasʸaŋkwʸe	
16	622	choose	pʸer̃ʸiyalɨɣlaŋkwʸe	
16	660	true	musxalɨ	
16	670	lie, tell lies	lapalaxtuŋkwʸe	
16	680	deceit	laplɨl	
16	710	good	yomas; musxalɨ	
16	720	bad	lʸulʸ	
16	730	right, correct	yomaspal; musxalɨ	
16	740	wrong	sowʸi	
16	760	fault	wunawot	
16	770	mistake, error	sowʸi war̃malʸ	
16	780	blame	lʸawtne	
16	790	praise	esɣil	
16	810	beautiful	xor̃amaŋ; nʸotne; xur̃iŋ	
16	820	ugly	xur̃ital; lʸulʸ xur̃ip	
16	830	greedy	nʸelaŋ; sʸakar̃	
16	840	clever	nomtiŋ	
17	110	mind	nomt	
17	130	think (= reflect)	nomsuŋkwʸe	
17	140	think (= be of the opinion)	yomas nomsuŋkwʸe	
17	150	believe	aɣtuŋkwʸe	
17	160	understand	ossɨɣ war̃uŋkwʸe; tar̃a pattuŋkwʸe; tor̃ɣamtaŋkwʸe	
17	170	know	waŋkwʸe	
17	171	guess	nomsuŋkwʸe	
17	172	imitate	akwtox war̃uŋkwʸe	
17	180	seem	naŋkxatuŋkwʸe; susxatuŋkwʸe	
17	190	idea, notion	nomt; os	
17	210	wise	nomtaŋ	
17	220	foolish, stupid	ossam	
17	230	insane, crazy	kʸitxal	
17	240	learn	xanʸisʸtaxtuŋkwʸe	
17	242	study	ossiɣ war̃uŋkwʸe	
17	250	teach	xanʸisʸtaŋkwʸe	
17	260	pupil	xanʸisʸtaxtan nʸawr̃am	
17	270	teacher	nʸawr̃am xanʸisʸtan xotpa	
17	280	school	nʸawr̃am xanʸisʸtan kol	
17	310	remember	nomuŋkwʸe	
17	320	forget	yor̃uwlaŋkwʸe	
17	340	clear, plain	etar̃	
17	360	secret	tuytxatɨm; sɨtam; tulɨt	
17	370	sure, certain	wʸesʸkat	
17	380	explain	tor̃ɣamtaptuŋkwʸe	
17	410	intention, purpose	ar̃talaxtap	
17	420	cause	manar̃ maɣɨstelne nak	
17	430	doubt	at wane war̃malʸ	
17	440	suspect	at waŋkwʸe	
17	441	betray	lawuŋkwʸe	
17	450	need, necessity	er̃ne war̃malʸ	
17	460	easy	kupnʸit	
17	470	difficult	tar̃wʸitiŋ	
17	480	try, attempt	sɨmɨŋɨs war̃uŋkwʸe	
17	490	way, manner	ar̃talaŋkwʸe	
17	520	because	os	
17	530	if	tayi maɣɨs	
17	540	or	kʸe	
17	550	yes, affirmative	aman	
17	560	no, negative	toxatɨ; toxa	
17	610	how?	xumus	
17	620	how many?	mansawʸit; mankʸem; manax	
17	630	how much?	manar̃	
17	640	what?	xunʸ	
17	650	when?	xot; xotalʸ; xotɨl	
17	660	where?	mansɨr̃; manxur̃ip; xotɨ	
17	670	which?	xotyut; xoŋxa	
17	680	who?	manr̃ɨɣ; manar̃ maɣɨs	
17	690	why?	tur̃suy	
18	110	voice	er̃ɣuŋkwʸe; luyɣuŋkwʸe	
18	120	sing	r̃oŋxuŋkwʸe	
18	130	shout, cry out	wosɣuŋkwʸe	
18	160	mumble	lomɣuŋkwʸe	
18	170	whistle	kʸisɣuŋkwʸe	
18	180	shriek, screech	lʸulʸ tur̃ɨl r̃oŋxuŋkwʸe	
18	190	howl	or̃wʸinʸtaŋkwʸe; sʸiwɣuŋkwʸe	
18	210	speak, talk	potar̃taŋkwʸe	
18	211	stutter, stammer	taɣlaŋkwʸe	
18	220	say	lawuŋkwʸe	
18	221	tell story	potar̃taŋkwʸe	
18	222	speech (make a)	latɨŋ onʸsʸuŋkwʸe	
18	230	silent (be)	astal oluŋkwʸe; mar̃awiyir̃ oluŋkwʸe	
18	240	language	latiŋ	
18	260	word	latiŋ	
18	280	name	nam	
18	310	ask (question, inquire)	kʸitɨɣlaŋkwʸe	
18	320	answer	yuwlʸe lawuŋkwʸe	
18	330	admit, confess	kasasʸaliɣlaŋkwʸe	
18	340	deny	xot pʸer̃iɣtaxtuŋkwʸe	
18	350	ask, request	takʸiɣ kʸitɨɣlaŋkwʸe	
18	360	promise	lawxatuŋkwʸe	
18	370	refuse	at kasasʸaŋkwʸe	
18	380	forbid	lap yar̃maltaŋkwʸe	
18	410	call (=summon)	wowuŋkwʸe	
18	420	call (=name)	namayaŋkwʸe	
18	430	announce	maxumn lawuŋkwʸe	
18	440	threaten	pʸilataluŋkwʸe	
18	450	boast	essiɣxatuŋkwʸe	
18	510	write	xansuŋkwʸe	
18	520	read	lowʸinʸtaŋkwʸe	
18	560	paper	nepak	
18	570	pen	xasne yiw	
18	610	book	nepak	
18	730	horn, trumpet	er̃ɣan manʸtur̃ tur̃pa	
18	740	rattle	manʸ loŋxanʸsʸip	
19	110	country	ma	
19	120	one's native country	sossa ma	
19	150	city, town	us	
19	160	village	pawɨl	
19	210	people (populace)	maxum; mʸir̃	
19	230	tribe, clan	r̃ut	
19	240	chief, chieftain	kusʸay	
19	250	staff, walking stick	suw yiwowɨl	
19	310	rule, govern	puŋktotuŋkwʸe	
19	410	master	kusʸay	
19	430	servant	mʸetxum	
19	440	freeman	osa; lɨpasʸ	
19	450	command, order	lawuŋkwʸe	
19	460	obey	xotpan xontluŋkwʸe	
19	470	let, permit	tar̃ataŋkwʸe	
19	510	friend, companion	yur̃t; r̃uma	
19	520	enemy	wor̃ak	
19	540	neighbor	lʸapat olne xotpa	
19	550	stranger	motxotpa	
19	560	guest	muyxum; muyn xotpa	
19	570	host	kusʸay	
19	580	help, aid	nʸotuŋkwʸe	
19	590	hinder, prevent	tor̃astaŋkwʸe	
19	610	custom	pʸisʸ	
19	620	strife, quarrel	wor̃asʸlaxtin war̃malʸ	
19	630	conspiracy, plot	wor̃ak war̃malʸ	
19	650	meet	xontiɣlaluŋkwʸe; lʸalʸt xontuŋkwʸe	
19	720	prostitute	posar̃	
20	110	fight (vb)	alxatuŋkwʸe; xontlaŋkwʸe	
20	130	war, battle	xont	
20	140	peace	xonttal olupsa	
20	210	weapons, arms	pʸisalʸ	
20	220	club	muwɨr̃	
20	240	bow	yowt	
20	250	arrow	nʸol	
20	260	spear	owta	
20	270	sword	soxt sʸir̃ay	
20	280	gun, cannon	pʸisalʸ	
20	410	victory	yolɨmtan war̃malʸ; nox patne war̃malʸ	
20	430	attack	xont	
20	440	defend	ur̃ɣalalɨɣlaŋkwʸe	
20	450	retreat	yuwlʸe nupɨl mʸinuŋkwʸe	
20	460	surrender	miŋkwʸe	
20	480	booty, spoils	alsʸ	
20	490	ambush	tuytxatɨm unluŋkwʸe	
20	510	fisherman	xul alisʸlan xotpa	
20	520	fishhook	nʸas	
20	530	fishing line	nʸas kwalɨɣ	
20	540	fishnet	xulp	
20	550	fish trap	mʸer̃ʸoša	
20	610	hunt	wor̃ayaŋkwʸe	
20	620	shoot	patlaptaŋkwʸe	
20	630	miss (target)	tar̃a patamtaŋkwʸe	
20	640	trap (noun)	ker̃nʸol alsʸ	
20	650	trap (vb)	kʸer̃nʸolɨl puwuŋkwʸe	
21	110	law	sakkon	
21	150	court	sut	
21	160	judge (vb)	sutʸitaŋkwʸe	
21	180	judge (noun)	sut xotpa	
21	310	accuse	wunawotɨɣ lawuŋkwʸe	
21	320	condemn	wunawotɨɣ lawuŋkwʸe	
21	330	convict (vb)	wunawotɨɣ lawuŋkwʸe	
21	340	acquit	wunawottal pattuŋkwʸe	
21	350	guilty	wunawot	
21	360	innocent	wunawottal	
21	380	fine	astr̃ap	
21	390	prison, jail	kasna kol	
21	420	murder	alne war̃malʸ	
21	430	adultery	posar̃	
21	460	arson	namɨl ulʸan tɨttane war̃malʸ	
21	510	steal	tulmantaŋkwʸe	
21	520	thief	tulmax	
22	110	religion	tor̃um war̃malʸ	
22	120	God	tor̃um	
22	130	temple, church	yalpɨŋ kol	
22	140	altar	yalpɨŋ kan	
22	150	sacrifice, offering	yir̃	
22	160	worship	puŋk pinuŋkwʸe	
22	170	pray	poyksʸiŋkwʸe	
22	180	priest	pup	
22	190	holy, sacred	yalpaŋ	
22	220	preach	xanʸisʸtaŋkwʸe	
22	230	bless	yomas lawuŋkwʸe	
22	310	heaven	tor̃umxar̃ʸi	
22	350	demon (evil spirit)	kulʸ	
22	370	idol	tuŋx	
22	420	magic, witchcraft, sorcery	sʸar̃ɣane	
22	430	sorcerer, witch	xinʸ otɨr̃ ne	
22	450	ghost, phantom	yisxor̃	
